,file,group,subject,condition,series,channels,delay_avg,delay_std,delay_min,delay_max,dim_avg,dim_std,dim_min,dim_max
20_0,subject_20.set,low,20,condition 0,"[[ 7.47482491e-06  4.70100498e-06  4.11618650e-07 ... -6.10462725e-07
  -1.31953478e-06 -4.29283120e-08]
 [ 1.05081682e-05  7.43182087e-06  3.52491355e-06 ...  3.33711766e-08
  -1.40150142e-06 -1.59563452e-07]
 [ 1.50272408e-05  1.47588282e-05  1.08455286e-05 ...  2.09956980e-06
  -7.00739622e-08  1.33323574e-06]
 ...
 [ 4.60638571e-06  4.04324859e-07 -7.64537096e-06 ... -1.48627734e-06
  -1.68966627e-06  1.45534575e-06]
 [ 2.43218017e-06  1.58633411e-06 -1.95890772e-06 ... -7.91289389e-07
  -2.96544611e-07  8.94265294e-07]
 [-5.42462063e-06 -8.76512337e-06 -1.44886503e-05 ...  5.12723148e-07
   6.34057641e-07  2.43230820e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",27.1875,2.242173889331512,24.0,31.0,7.4375,0.6091746465505602,7.0,9.0
20_1,subject_20.set,low,20,condition 1,"[[-2.51127744e-06 -2.68297505e-06  3.98843229e-07 ...  6.56649637e-06
   1.88714600e-06  1.19495440e-06]
 [-3.89904785e-06 -3.94238734e-06 -3.71163160e-07 ...  9.28858852e-06
   2.63292956e-06 -6.37155354e-07]
 [-3.69976342e-07 -2.49424028e-06 -2.16177487e-06 ...  4.66763639e-06
   1.52023256e-06 -2.19830060e-06]
 ...
 [ 1.92647505e-06  2.41801906e-06  3.95758152e-06 ... -1.00243986e-06
  -8.61308992e-07  1.07729757e-06]
 [ 1.41648304e-06 -1.05349585e-07  4.86247003e-07 ... -2.08922935e-06
  -1.39507687e-06  1.92128098e-06]
 [ 3.31664681e-06 -2.06752002e-07 -8.36478829e-07 ...  1.52612591e-06
   3.00958538e-06  6.82927799e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",25.0625,4.422509892583622,14.0,31.0,6.8125,0.7261843774138906,6.0,9.0
20_2,subject_20.set,low,20,condition 2,"[[ 1.73982012e-06 -1.65651917e-06 -2.59463263e-06 ...  2.18466210e-06
   1.94163978e-06  2.09271359e-06]
 [-6.39805257e-07 -4.26917887e-06 -4.78711748e-06 ...  4.34395170e-06
   4.89376926e-06  3.75611901e-06]
 [-4.60106850e-06 -6.41865015e-06 -5.24769449e-06 ...  3.33878899e-06
   4.51915932e-06  3.74084187e-06]
 ...
 [ 2.39202753e-07 -2.33446479e-06 -3.99680901e-06 ... -4.05351686e-06
  -5.76047277e-06 -3.11436963e-06]
 [ 2.16939616e-06  4.36752915e-07 -3.96433324e-08 ... -2.82326013e-07
  -2.04595423e-06 -4.76499289e-07]
 [ 6.31954432e-06  3.71030617e-06  3.05449986e-06 ... -6.28588319e-07
  -9.88713324e-07  3.85284734e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",25.3125,5.3117646549899025,13.0,31.0,6.75,0.4330127018922193,6.0,7.0
20_3,subject_20.set,low,20,condition 3,"[[ 8.17358732e-07 -1.40827489e-06  1.76830709e-07 ...  1.47174990e-06
   3.37321329e-06  1.83350146e-06]
 [ 1.95160672e-07 -4.26013327e-06 -1.28198934e-06 ... -4.41968918e-06
  -1.16627181e-06 -1.26754439e-06]
 [ 1.48236230e-07 -4.21908998e-06 -1.01012659e-06 ... -6.45402718e-06
  -3.75821710e-06 -2.49959040e-06]
 ...
 [ 6.84324086e-07  1.94938409e-06  1.40689433e-06 ...  6.66160154e-06
   7.67229939e-06  4.48090744e-06]
 [ 1.75563610e-06  3.70307636e-06  3.18689895e-06 ...  1.01160460e-05
   9.11561489e-06  6.58752775e-06]
 [ 6.55110359e-06  7.16252375e-06  6.19399166e-06 ...  1.39437218e-05
   1.30476112e-05  8.24834251e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",24.625,4.2260353760942415,16.0,30.0,7.0,1.118033988749895,5.0,10.0
20_4,subject_20.set,low,20,condition 4,"[[ 1.29888248e-06 -5.96296191e-07 -3.44364166e-06 ...  9.52915907e-07
   1.87537074e-06  3.39699507e-06]
 [-9.87200662e-08 -2.35112047e-06 -5.54342079e-06 ... -8.43635499e-07
  -8.35598409e-07  3.00903082e-07]
 [-7.99441934e-07 -2.62863255e-06 -5.28154898e-06 ... -9.96265829e-07
  -6.21843934e-07 -1.06269562e-06]
 ...
 [-2.54979193e-07 -4.21079540e-06 -6.60885048e-06 ...  5.05506039e-06
   7.08940315e-06  7.83889294e-06]
 [ 4.44692421e-06  3.96113896e-06  1.98713112e-06 ...  3.43811822e-06
   6.05399132e-06  7.45686340e-06]
 [ 4.62932587e-06  2.98915076e-06 -1.25845743e-09 ...  5.42142248e-06
   8.97669506e-06  9.58412552e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",24.125,4.270172713134681,16.0,31.0,7.0,0.5,6.0,8.0
20_5,subject_20.set,low,20,condition 5,"[[ 3.33308601e-06  6.85034931e-07  2.19343871e-07 ...  5.43154430e-06
   4.26022625e-06  6.55371761e-06]
 [ 1.48799133e-06 -1.00135958e-06 -2.06229925e-06 ...  7.31166649e-06
   6.90599108e-06  8.84063625e-06]
 [-3.99049997e-07 -1.51521754e-06 -4.22454786e-06 ...  3.29103756e-06
   2.78454733e-06  3.62501144e-06]
 ...
 [ 4.31797457e-06  2.17796826e-06  2.03272867e-06 ...  5.73054504e-06
   2.83443165e-06  5.18049002e-06]
 [ 5.07903624e-06  2.87255144e-06  2.80695605e-06 ... -1.41245282e-06
  -3.99833679e-06 -1.81603956e-06]
 [ 6.74547386e-06  4.82389879e-06  3.72565150e-06 ... -1.47027457e-06
  -4.94134617e-06 -2.86800551e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",27.5625,3.4994419197923547,21.0,31.0,7.125,0.7806247497997998,6.0,8.0
21_0,subject_21.set,low,21,condition 0,"[[-5.70814896e-06 -6.61364603e-06 -7.21022367e-06 ...  9.76181388e-07
   1.10451305e-06 -5.13802767e-07]
 [ 2.77735877e-06 -5.29889703e-07 -2.65788531e-06 ...  4.53161335e-06
   3.34358954e-06  1.14333880e-06]
 [ 9.64909077e-06  8.97252178e-06  7.59533930e-06 ...  4.24219847e-06
   3.00354242e-06  1.54624605e-06]
 ...
 [ 5.52114820e-06  1.17584457e-05  8.32009506e-06 ... -1.50020707e-06
  -7.89187327e-08 -3.47736073e-06]
 [ 5.85779619e-06  1.01153774e-05  7.26610518e-06 ... -3.85494065e-06
  -5.41738093e-07  9.17930961e-07]
 [ 4.42931747e-06  9.24262238e-06  6.95747805e-06 ... -5.49413204e-06
  -3.78831363e-06 -5.53533983e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",17.75,7.798236980241111,3.0,30.0,7.8125,1.0135796712641785,7.0,10.0
21_1,subject_21.set,low,21,condition 1,"[[-3.22893810e-06 -3.80724335e-06 -4.36870575e-06 ... -6.44548130e-06
  -3.67526865e-06 -1.40476203e-06]
 [-1.75350654e-06 -2.41435432e-06 -2.82937908e-06 ... -7.22228336e-06
  -1.45049286e-06  3.09996986e-06]
 [ 2.28518054e-07  1.17764615e-07  1.94895282e-07 ... -3.36121845e-06
   1.35637283e-06  5.26899958e-06]
 ...
 [-9.60093021e-06 -9.70347118e-06 -6.67181206e-06 ... -1.06404591e-05
  -1.48997793e-05 -1.33502178e-05]
 [ 2.95545906e-07  1.17109847e-06  1.71697736e-06 ... -8.83167648e-06
  -1.00493183e-05 -9.05358791e-06]
 [-7.95052862e-06 -5.99889231e-06 -1.45167971e-06 ... -1.35358381e-05
  -1.90700741e-05 -1.53495312e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.6875,5.192768409047336,13.0,31.0,7.0625,0.42847841252506524,6.0,8.0
21_2,subject_21.set,low,21,condition 2,"[[ 4.49017882e-07  1.87472391e-06  2.40545249e-06 ...  3.19645733e-07
  -1.57442117e-06 -6.48074746e-07]
 [ 6.26052952e-06  7.67102575e-06  7.28890419e-06 ... -2.29280901e-06
  -5.73661137e-06 -5.74567652e-06]
 [ 7.08333921e-06  7.02316570e-06  6.55106640e-06 ... -3.59032202e-06
  -6.31956053e-06 -6.79007673e-06]
 ...
 [-1.07998343e-05 -1.05619946e-05 -7.16852093e-06 ... -7.29531765e-06
  -5.21005917e-06 -6.25053585e-07]
 [-5.42035055e-06 -1.81057179e-06 -8.46441805e-07 ...  1.22296882e-06
   3.60753703e-06  8.00363827e-06]
 [-8.62467480e-06 -8.15789795e-06 -4.81646776e-06 ... -8.01482582e-06
  -3.59128356e-06 -1.69816777e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",21.25,4.25,11.0,28.0,7.0625,0.5555121510822243,6.0,8.0
21_3,subject_21.set,low,21,condition 3,"[[ 1.24516082e-06  9.49445784e-07  2.11653233e-07 ...  5.53362310e-07
  -1.77243197e-06  1.48435727e-07]
 [-3.80398607e-06 -4.92529678e-06 -6.20660591e-06 ... -1.82201946e-06
  -3.94312143e-06 -2.72536540e-06]
 [-6.03593683e-06 -7.24983406e-06 -8.16730690e-06 ... -4.45808029e-06
  -4.89666367e-06 -4.54260588e-06]
 ...
 [-8.91145587e-07 -4.32499981e-06 -6.53999949e-06 ... -1.06644220e-05
  -9.10017300e-06 -3.03356242e-06]
 [ 7.80608940e-06  4.28644848e-06  2.45266747e-06 ... -3.43787026e-06
  -1.71758807e-06  1.58486187e-06]
 [ 4.13467258e-07 -1.19913602e-06 -6.07739258e-06 ... -8.77558041e-06
  -6.25678635e-06  5.05113780e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",21.75,7.437237390321759,3.0,31.0,7.25,0.75,6.0,9.0
21_4,subject_21.set,low,21,condition 4,"[[ 1.92492342e-06 -1.60841972e-07 -9.53382730e-07 ... -4.10310555e-06
  -2.96031666e-06 -1.93516195e-06]
 [-1.63440335e-06 -3.04137254e-06 -3.11318326e-06 ... -3.55690217e-06
  -2.41277647e-06 -1.47889459e-06]
 [-3.57879424e-06 -2.73898149e-06 -2.64374280e-06 ... -4.76921499e-07
  -3.54535043e-07 -3.32850724e-07]
 ...
 [ 3.37224460e-06  8.28802586e-06  7.42100239e-06 ...  5.87500763e-06
   5.91625834e-06  3.11625671e-06]
 [ 5.22970629e-06  1.07234049e-05  1.09437199e-05 ... -1.10150695e-06
   1.54270935e-06  1.42223823e-06]
 [ 4.68762684e-06  7.60788679e-06  8.16838169e-06 ...  1.07714252e-05
   8.66435909e-06  3.35363173e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",21.875,5.206666399914632,12.0,30.0,7.0625,0.6584783595532961,6.0,8.0
21_5,subject_21.set,low,21,condition 5,"[[ 1.65426269e-07  1.38125491e-06 -6.64482042e-08 ... -4.39253122e-07
  -2.31629276e-06 -4.38582563e-06]
 [ 2.57234359e-06  5.76220894e-06  3.28361583e-06 ...  1.34519622e-07
  -3.03940511e-06 -5.74043941e-06]
 [ 2.50814462e-06  5.16226006e-06  4.07630634e-06 ... -6.40123710e-08
  -2.48017550e-06 -3.79416609e-06]
 ...
 [ 5.38816452e-07 -1.62412536e-06 -3.55602169e-06 ...  2.94825172e-06
   3.96437049e-06  6.90753341e-07]
 [-1.84558785e-06 -6.70012140e-06 -1.01686172e-05 ...  5.84476805e-06
   7.39430094e-06  3.99744296e-06]
 [-2.54992557e-06 -5.60722876e-06 -7.20480347e-06 ...  2.39535594e-06
   1.21472836e-06 -1.37131429e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.125,5.577577879330776,12.0,31.0,7.375,0.8569568250501305,6.0,10.0
22_0,subject_22.set,low,22,condition 0,"[[-1.65962780e-06  5.54869294e-07  5.55031347e-06 ...  9.67289543e-06
   1.13724775e-05  1.11139536e-05]
 [-2.46893096e-06 -2.80113077e-06  2.79563642e-06 ...  2.43501425e-06
   9.92766380e-06  1.12403040e-05]
 [-3.60588336e-06 -8.56898499e-06 -4.48344326e-06 ...  9.84832406e-07
   5.87123108e-06  6.66355944e-06]
 ...
 [-7.39447296e-07 -3.40069580e-06 -3.42484879e-06 ...  5.65563154e-06
   9.10529995e-06  7.30383921e-06]
 [ 4.54999304e-06  4.81660509e-06  5.50972700e-06 ... -5.96703529e-06
  -5.33394670e-06  1.98791958e-08]
 [ 1.94486007e-07 -6.34515524e-06 -1.20367460e-05 ... -1.93481197e-05
  -2.51956348e-05 -2.74074821e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",20.5625,8.803186567942316,3.0,31.0,7.25,0.75,6.0,9.0
22_1,subject_22.set,low,22,condition 1,"[[ 5.73561049e-06 -2.05926704e-06 -8.91108036e-06 ...  1.55035553e-05
   1.32031860e-05  8.77269936e-06]
 [ 9.47112846e-06  3.90060711e-06 -9.92261600e-06 ...  2.12182369e-05
   2.54455643e-05  2.61598186e-05]
 [ 9.00524044e-06  8.41756535e-06 -7.59862661e-07 ...  1.72973366e-05
   1.82928696e-05  2.09410610e-05]
 ...
 [ 6.36541724e-07  1.01265752e-06  1.17821951e-05 ...  1.57384884e-06
  -6.50957966e-06 -1.52176313e-05]
 [ 2.36747891e-07  3.67714912e-07  6.77802229e-06 ... -1.32145786e-05
  -1.02293253e-05 -9.14807606e-06]
 [-2.08839130e-05 -4.51326466e-06  1.17799883e-05 ... -3.34725037e-05
  -3.71728134e-05 -2.81479816e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16.0,7.615773105863909,4.0,31.0,6.8125,0.5266343608235224,6.0,8.0
22_2,subject_22.set,low,22,condition 2,"[[ 1.99861145e-06 -5.11253643e-06 -9.36297417e-06 ... -1.32201118e-05
  -8.06914806e-06 -4.86330700e-06]
 [ 1.96385021e-05  7.78397512e-06 -3.03717279e-06 ... -2.03745060e-05
  -1.77594280e-05 -1.82238026e-05]
 [ 1.69666653e-05  4.39653063e-06 -7.43623924e-06 ... -1.61235790e-05
  -1.78425980e-05 -1.44863977e-05]
 ...
 [-1.59680548e-05 -8.21357727e-06  2.78890252e-06 ... -9.31796837e-06
  -3.49382281e-06 -5.56909847e-06]
 [-2.30709267e-06  4.31484509e-06  7.63712358e-06 ...  2.15613823e-05
   2.45066891e-05  2.00754223e-05]
 [-1.32923298e-05  3.93026400e-06  2.18835201e-05 ...  5.05232239e-06
   2.57911038e-06 -2.50763249e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",13.6875,5.598200045550355,4.0,24.0,6.625,0.5994789404140899,6.0,8.0
22_3,subject_22.set,low,22,condition 3,"[[-5.92170286e-06 -4.66450119e-06 -8.27396691e-07 ... -1.88726482e-05
  -1.56268587e-05 -1.15576754e-05]
 [-1.86752167e-05 -1.55974779e-05 -1.16260290e-05 ... -2.29812813e-05
  -1.82520351e-05 -1.97721977e-05]
 [-1.23493147e-05 -1.28589029e-05 -1.07211199e-05 ... -1.54036045e-05
  -1.35558281e-05 -1.60448246e-05]
 ...
 [-8.98571587e-06 -7.97173929e-06 -7.00438356e-06 ... -2.31995544e-05
  -1.00954256e-05  5.48029232e-06]
 [ 1.24156666e-05  3.66390109e-06 -1.03148746e-05 ...  1.71378613e-05
   1.37233477e-05  8.11731243e-06]
 [ 2.12143970e-06  1.32125168e-05  2.29485855e-05 ... -8.67180252e-06
  -6.34179258e-06 -2.03751683e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",15.3125,8.38688522337107,3.0,31.0,6.875,0.4841229182759271,6.0,8.0
22_4,subject_22.set,low,22,condition 4,"[[-7.55219889e-06 -3.31922626e-06  1.57014942e-06 ... -3.11236644e-06
  -4.64685488e-06 -5.35113144e-06]
 [-2.03541527e-05 -1.45585346e-05 -8.79278660e-06 ... -2.46272016e-06
  -8.02507114e-06 -1.42675638e-05]
 [-1.81201477e-05 -1.32295685e-05 -6.89180422e-06 ...  8.14809513e-06
   8.00657511e-07 -3.71061158e-06]
 ...
 [ 1.59085426e-05  1.69814053e-05  1.64263668e-05 ... -2.47828394e-07
   1.93529530e-05  3.42577629e-05]
 [-1.08845079e-06 -1.72923203e-05 -2.57870998e-05 ... -1.76578884e-05
  -1.33535016e-06  1.33852749e-05]
 [ 7.32878780e-06  1.07144985e-05  7.13750648e-06 ...  1.82523842e-05
   2.15430603e-05  1.99239864e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",12.75,6.878408246098802,2.0,24.0,6.875,0.4841229182759271,6.0,8.0
22_5,subject_22.set,low,22,condition 5,"[[-1.82483804e-06 -3.59788227e-06 -8.95286274e-06 ...  1.54337436e-07
   5.77990198e-06  6.21005011e-06]
 [-1.46800489e-05 -1.31808319e-05 -1.22179632e-05 ... -2.44576883e-06
   1.35105014e-06  1.92882550e-06]
 [-6.18976593e-06 -9.54065800e-06 -1.00060463e-05 ... -1.90370882e-06
  -4.87244874e-07  1.00432229e-06]
 ...
 [ 3.55230865e-05  3.18840485e-05  2.58214912e-05 ...  1.83206902e-05
   1.38541260e-05  1.34015789e-05]
 [ 2.13895245e-05  2.45742435e-05  2.34831390e-05 ...  1.03111477e-05
   5.51254034e-06  3.28006291e-06]
 [ 1.46662474e-05  1.47042685e-05  1.39823494e-05 ... -8.34605980e-06
  -8.35366154e-06 -6.82371712e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",20.6875,5.664789823991708,9.0,31.0,7.1875,0.5266343608235224,6.0,8.0
23_0,subject_23.set,low,23,condition 0,"[[ 8.80156279e-07 -7.73987770e-07  4.42788541e-07 ... -1.33696718e-05
  -1.24758883e-05 -9.84962463e-06]
 [ 6.21158838e-06  4.44475937e-06  5.39605761e-06 ... -7.57070160e-06
  -6.00773716e-06 -3.46409416e-06]
 [ 3.35012913e-06  2.22137165e-06  4.27488089e-06 ... -7.41551447e-06
  -6.02069759e-06 -4.79324102e-06]
 ...
 [ 1.39371872e-05  1.22647648e-05  5.21037626e-06 ... -4.15288115e-06
  -2.85872006e-06 -3.29093933e-06]
 [ 1.75802398e-06  1.19007432e-06 -4.31402302e-06 ...  2.98961192e-07
   1.12593435e-07  3.01696062e-06]
 [ 9.17757320e-06  5.32513428e-06 -2.06922531e-06 ...  2.22493243e-06
  -1.57347333e-06 -5.93564653e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.5625,5.7659425725548115,11.0,31.0,7.3125,0.46351240544347894,7.0,8.0
23_1,subject_23.set,low,23,condition 1,"[[-8.43143749e-06 -7.79983711e-06 -6.52331066e-06 ... -7.71383333e-06
  -9.88008022e-06 -6.10151339e-06]
 [-1.58900654e-06 -1.68679392e-06 -2.92251968e-06 ... -7.97541761e-06
  -4.06715918e-06 -2.81704354e-06]
 [-3.58386278e-06 -3.43945122e-06 -4.60212040e-06 ... -8.48703671e-06
  -7.08420753e-06 -5.48203802e-06]
 ...
 [-5.87683868e-06 -4.81420374e-06 -9.22103763e-07 ...  3.98734808e-06
  -1.49513781e-07 -2.77740383e-06]
 [ 2.75705481e-06  2.46452188e-06  5.28946829e-06 ...  9.84591770e-06
   5.04023361e-06  3.97582650e-06]
 [-8.97525120e-06 -7.35439062e-06 -2.24311447e-06 ...  1.23697424e-05
   1.37800684e-05  1.16708298e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16.5625,8.116100895750373,1.0,27.0,7.0625,0.6584783595532961,6.0,8.0
23_2,subject_23.set,low,23,condition 2,"[[-3.60854030e-06 -9.03825569e-06 -7.78205395e-06 ...  9.18002224e-06
   4.01504993e-06 -3.68758202e-06]
 [-1.47484684e-06 -2.43338132e-06 -4.09427500e-06 ...  9.92880249e-06
   6.14649296e-06  1.26738131e-06]
 [-3.59762478e-06 -5.03008127e-06 -4.80302715e-06 ...  1.04688082e-05
   5.70385218e-06 -1.54716861e-06]
 ...
 [-3.39076710e-06 -1.43483281e-06 -6.64916694e-07 ... -1.62204018e-05
  -1.33236609e-05 -5.00826359e-06]
 [ 3.82933569e-06  2.61189628e-06  1.37241924e-06 ... -1.81435966e-05
  -1.06978436e-05  1.54939616e-06]
 [ 1.01587849e-05  1.24734650e-05  1.18422508e-05 ... -1.29080648e-05
  -8.76108646e-06 -2.89999151e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",18.625,8.440045912197398,1.0,27.0,7.0,0.5,6.0,8.0
23_3,subject_23.set,low,23,condition 3,"[[-8.38906479e-06 -9.52374744e-06 -1.30729179e-05 ... -2.42289505e-05
  -1.54871817e-05 -7.20241833e-06]
 [-4.81422186e-06 -9.17746162e-06 -1.07632332e-05 ... -1.13171015e-05
  -7.25598001e-06 -3.19395638e-06]
 [-7.91960621e-06 -1.16548471e-05 -1.40948334e-05 ... -1.57577677e-05
  -1.07285519e-05 -5.68846083e-06]
 ...
 [ 3.55362272e-06  1.04491777e-05  1.47755690e-05 ... -1.09632158e-05
  -1.34078827e-05 -1.42084894e-05]
 [ 1.12282915e-05  1.81414452e-05  2.15216732e-05 ...  8.93594837e-06
   6.44158220e-06  2.61825991e-06]
 [ 3.42847061e-06  1.00594559e-05  1.42708035e-05 ...  6.08718777e-06
   5.83260250e-06  4.68473005e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",14.3125,7.006414471753723,1.0,28.0,6.8125,0.3903123748998999,6.0,7.0
23_4,subject_23.set,low,23,condition 4,"[[-7.20321035e-06 -4.61391640e-06 -1.60214230e-07 ... -1.27934468e-06
   5.43542147e-06  3.73096442e-06]
 [-2.95812392e-06 -1.59304589e-07  2.42623997e-06 ...  1.00774145e-06
   3.70447469e-06  3.96319437e-06]
 [-4.92794895e-06 -2.52136588e-06  2.51554519e-07 ... -1.76889408e-06
   2.46342349e-06  2.64730668e-06]
 ...
 [-1.47487669e-05 -1.72810497e-05 -1.74824142e-05 ... -1.29907891e-07
  -1.60937417e-06 -2.62804651e-06]
 [-9.70920384e-07 -3.64289474e-06 -5.21914816e-06 ...  3.73322606e-06
   9.01122153e-07 -2.02363396e-06]
 [ 3.21438956e-06  2.85955167e-06  3.40857315e-06 ...  2.91866708e-06
  -1.89660978e-06 -3.50274348e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",17.6875,7.199989149297379,6.0,31.0,6.875,0.5994789404140899,6.0,8.0
23_5,subject_23.set,low,23,condition 5,"[[ 1.93216336e-06  7.34985352e-07 -8.49454689e-06 ... -3.85142589e-06
  -4.35701323e-06 -2.94556665e-06]
 [ 3.02172041e-06 -3.05088973e-06 -7.17032719e-06 ... -1.95700717e-06
  -1.01160955e-06 -1.35012650e-06]
 [ 7.08239138e-07 -3.83086181e-06 -9.37044430e-06 ... -3.63773131e-06
  -3.00404477e-06 -2.53162336e-06]
 ...
 [ 3.80552024e-07  4.07092285e-06  5.30745316e-06 ... -1.15641136e-05
  -1.22441540e-05 -1.18907661e-05]
 [ 5.36385655e-07  6.41718769e-06  1.02239437e-05 ...  6.26970959e-06
   5.00789261e-06  4.16759109e-06]
 [-1.24328151e-07  4.82983208e-06  9.17990589e-06 ... -6.62782967e-07
  -7.25192130e-07 -2.04976606e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.875,4.648588495446763,15.0,31.0,7.25,0.75,6.0,9.0
24_0,subject_24.set,low,24,condition 0,"[[-4.79715347e-06 -1.47487235e-06 -1.29786758e-05 ...  6.94457531e-07
  -2.15942919e-07 -4.13628435e-06]
 [-7.69468784e-06 -2.42999983e-06 -1.31032400e-05 ...  1.22289515e-06
  -9.23897088e-07 -5.43836451e-06]
 [-1.99917984e-05 -9.06566334e-06 -1.42460375e-05 ...  1.96569693e-06
   3.27754796e-07 -3.81208634e-06]
 ...
 [-5.38115072e-06 -4.59966660e-06 -1.16704016e-05 ... -7.22970247e-07
   2.14685822e-06  1.29213226e-06]
 [-6.51568651e-06 -6.67645311e-06 -1.75250626e-05 ... -1.35054672e-06
   2.17535400e-06  9.73190963e-07]
 [-1.34351969e-06 -1.29074085e-06 -2.69374919e-06 ... -5.40683195e-08
   6.61564946e-07  4.07699972e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.9375,5.727878643092921,11.0,31.0,7.625,0.9270248108869579,6.0,9.0
