,file,group,subject,condition,series,channels,delay_avg,delay_std,delay_min,delay_max,dim_avg,dim_std,dim_min,dim_max
15_5,subject_15.set,high,15,condition 5,"[[-2.81008816e-06 -3.15913486e-06 -4.38754797e-06 ...  4.56377029e-06
   5.81558466e-06  4.47041082e-06]
 [ 1.18077493e-06  4.40687752e-06  3.39540887e-06 ...  3.48107725e-07
  -2.58259940e-06 -1.03190637e-06]
 [ 2.30516982e-06  3.98755717e-06  2.77569318e-06 ...  6.12148762e-07
  -2.07773399e-06 -4.72759366e-07]
 ...
 [-3.80639791e-06 -3.54571414e-06 -2.07070184e-06 ... -3.07874799e-06
  -2.08585262e-06 -3.54859900e-06]
 [-4.25551891e-06 -1.03625804e-07  3.99174762e-06 ...  2.47854137e-06
   3.21097016e-06 -1.52827597e-06]
 [-4.77734804e-06 -9.21160316e-06 -1.12050810e-05 ... -7.54811668e-06
  -5.60077095e-06 -4.26316071e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",17.8125,7.03756660714483,6.0,29.0,6.75,0.6614378277661477,6.0,8.0
16_0,subject_16.set,high,16,condition 0,"[[ 1.05872850e-05  5.95593786e-06  5.11614418e-06 ...  4.33965445e-06
   1.59853816e-06  1.53743422e-06]
 [-5.77323675e-06 -4.70842361e-06 -3.44903517e-06 ...  2.83907270e-06
  -3.53555650e-07 -1.18789077e-06]
 [-4.47367287e-06 -4.66586828e-06 -4.38015699e-06 ...  4.92407274e-06
   2.41339564e-06  2.37456560e-06]
 ...
 [ 1.26651897e-05  9.50913525e-06  7.17371798e-06 ... -1.80314815e-06
   8.70540977e-07  9.68717337e-07]
 [ 6.56904554e-06  6.35476875e-06  5.67329168e-06 ...  4.19778079e-08
   2.96660209e-06  1.81120098e-06]
 [ 1.78422604e-05  1.22908440e-05  8.98238850e-06 ... -3.22258687e-06
  -1.15542078e-06 -3.10565066e-08]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",25.625,3.2185982973959333,20.0,30.0,7.375,1.0532687216470449,6.0,10.0
16_1,subject_16.set,high,16,condition 1,"[[ 3.89069009e-06  2.10673571e-06  3.11306357e-06 ...  6.47520971e-06
   4.50715256e-06  7.03042126e-06]
 [ 1.70634866e-07  3.56765211e-07  2.07427096e-06 ...  3.27442479e-06
   3.24287224e-06  6.65383244e-06]
 [ 2.56491899e-06  2.68178129e-06  4.95056343e-06 ...  8.16858387e-06
   1.04262667e-05  1.42786465e-05]
 ...
 [-8.66354287e-07 -6.44506156e-07 -2.26337552e-06 ... -1.96274436e-06
  -5.15608406e-06 -1.03334122e-05]
 [-4.94423717e-07  6.46911204e-07 -1.09363294e-06 ...  1.02267623e-06
  -3.90984607e-06 -1.09660826e-05]
 [-8.42921257e-07 -1.48552608e-06 -3.01226544e-06 ... -4.19876671e-06
  -6.45454407e-06 -9.80431652e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",15.875,9.299697575727933,3.0,30.0,7.0,0.5,6.0,8.0
16_2,subject_16.set,high,16,condition 2,"[[ 9.81410217e-06  4.17704487e-06 -1.99900091e-07 ...  2.88245440e-06
  -5.71077645e-07 -4.64779949e-06]
 [ 8.08231258e-06  2.93200803e-06 -2.30745220e-06 ... -4.14437819e-06
  -7.36676979e-06 -1.00934296e-05]
 [ 1.37031012e-05  7.42621183e-06  1.09892631e-06 ... -4.47088003e-06
  -9.53197098e-06 -1.28623695e-05]
 ...
 [-1.08938704e-05 -5.79263687e-06  2.94116046e-08 ...  6.27508402e-06
   9.22319508e-06  1.13370714e-05]
 [-1.06530380e-05 -4.69943571e-06  4.32599664e-07 ...  9.77845764e-06
   1.23300591e-05  1.41043425e-05]
 [-1.05042849e-05 -6.55054092e-06 -6.90472066e-07 ...  4.85762310e-06
   7.65976334e-06  9.16054535e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16.9375,6.684578801240958,2.0,28.0,6.6875,0.582961190818051,6.0,8.0
16_3,subject_16.set,high,16,condition 3,"[[-8.79058266e-06 -1.12993279e-05 -1.17917986e-05 ... -1.85618317e-06
  -2.24318480e-06 -3.22731662e-06]
 [-1.25021706e-05 -1.34881954e-05 -1.22464228e-05 ... -6.15018785e-07
  -2.96510005e-06 -4.15914774e-06]
 [-1.47185516e-05 -1.54912004e-05 -1.30539837e-05 ... -7.19668746e-07
  -5.09636116e-06 -7.21078157e-06]
 ...
 [ 1.27187643e-05  1.05870094e-05  7.76431608e-06 ... -8.89761543e-06
  -4.41702938e-06  3.35273075e-06]
 [ 1.47338696e-05  1.09409361e-05  6.94048834e-06 ... -1.21885157e-05
  -6.47188425e-06  5.09825087e-06]
 [ 1.01447964e-05  8.83801937e-06  6.72838020e-06 ... -5.44864368e-06
  -1.89554858e-06  2.48779511e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",18.125,7.7530236037303535,3.0,29.0,6.875,0.7806247497997998,6.0,9.0
16_4,subject_16.set,high,16,condition 4,"[[-2.71121716e-06 -2.35078764e-06  5.81858568e-08 ... -7.22400856e-06
  -8.62828159e-06 -1.00257463e-05]
 [-4.56200981e-06 -5.28218603e-06 -3.43830991e-06 ... -9.31170082e-06
  -1.03461590e-05 -1.24716949e-05]
 [-9.41450691e-06 -1.16858873e-05 -1.00609608e-05 ... -1.51051197e-05
  -1.67783203e-05 -2.02915707e-05]
 ...
 [ 6.96213436e-06  7.77595615e-06  4.52592611e-06 ...  8.53351116e-06
   1.01773548e-05  1.23737402e-05]
 [ 1.11367140e-05  1.35080700e-05  1.09191589e-05 ...  8.40372658e-06
   9.59429359e-06  1.19969292e-05]
 [ 4.31739569e-06  4.20217085e-06  9.16502416e-07 ...  8.62443352e-06
   1.02269897e-05  1.22380400e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",19.0625,8.933565567565953,2.0,31.0,6.75,0.6614378277661477,6.0,8.0
16_5,subject_16.set,high,16,condition 5,"[[-1.14328938e-05 -1.12127237e-05 -9.58015633e-06 ...  1.16442375e-05
   1.08872795e-05  6.48125124e-06]
 [-1.37981262e-05 -1.20690527e-05 -9.77715874e-06 ...  9.25640774e-06
   7.15503740e-06  4.59927368e-06]
 [-2.07914906e-05 -1.73427982e-05 -1.59559298e-05 ...  1.35707140e-05
   1.01646461e-05  6.67531824e-06]
 ...
 [ 1.36038017e-05  1.21945496e-05  1.04468279e-05 ... -9.30197048e-06
  -7.81354856e-06 -4.59419107e-06]
 [ 1.20914373e-05  9.82062721e-06  1.00038147e-05 ... -1.33889370e-05
  -1.13897905e-05 -6.64947987e-06]
 [ 1.40170918e-05  1.31099310e-05  1.03589201e-05 ... -4.89139557e-06
  -3.91833496e-06 -2.59850073e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",25.875,3.585997071945263,17.0,31.0,7.25,0.75,6.0,9.0
17_0,subject_17.set,low,17,condition 0,"[[ 3.80565524e-07 -9.37405378e-08 -5.30752718e-07 ... -2.07181549e-06
  -1.52191663e-06 -1.91954696e-06]
 [-2.63713360e-06 -3.98226094e-06 -4.80672264e-06 ... -7.11460233e-07
   9.18606639e-07  1.51929826e-07]
 [-2.61524224e-06 -3.60498977e-06 -4.99009705e-06 ...  3.70225042e-07
   2.86915374e-06  1.28049731e-06]
 ...
 [ 1.23771839e-05  1.70734634e-05  1.74376640e-05 ... -4.70395279e-06
  -5.94605970e-06 -5.45088482e-06]
 [ 7.32530355e-06  9.32839489e-06  9.61593628e-06 ... -5.33171844e-06
  -6.20887756e-06 -5.57018471e-06]
 [ 1.38686695e-05  1.91577110e-05  1.96997147e-05 ... -3.87059832e-06
  -6.07536125e-06 -5.79044676e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",28.1875,2.1277555663186503,24.0,31.0,7.375,1.1110243021644486,6.0,11.0
17_1,subject_17.set,low,17,condition 1,"[[-2.61019874e-06 -1.92592847e-06 -1.25522470e-06 ... -1.10470042e-07
   3.43859315e-07 -3.16877007e-07]
 [-4.77522731e-07  6.28107309e-07  9.80504632e-07 ... -2.01081419e-06
  -9.05483186e-07 -1.42856932e-06]
 [ 7.84309804e-07  2.01626682e-06  2.22662187e-06 ... -2.49463463e-06
  -7.52406061e-07 -1.15829074e-06]
 ...
 [-5.29241323e-06 -6.67109060e-06 -5.84919167e-06 ...  1.69109643e-06
   1.13981962e-07 -6.74819827e-07]
 [-6.15806389e-06 -6.46592283e-06 -5.33369684e-06 ...  1.01930094e-06
  -1.68409441e-08 -1.13240910e-06]
 [-5.44238091e-06 -7.25550890e-06 -6.46348000e-06 ...  4.44424391e-06
   2.67778468e-06  2.24440694e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",26.6875,3.600672680208519,16.0,30.0,7.1875,0.5266343608235224,6.0,8.0
17_2,subject_17.set,low,17,condition 2,"[[-1.02264988e-06 -1.08274138e-06 -8.84998739e-07 ... -2.07571840e-06
  -2.32172585e-06 -4.99712658e-06]
 [-2.41294932e-06 -2.40979934e-06 -2.73464918e-06 ...  2.73978084e-07
  -6.56252265e-07 -4.39592695e-06]
 [-1.99553263e-06 -1.67930603e-06 -2.88465261e-06 ...  2.59001446e-06
   2.26428604e-06 -1.30624509e-06]
 ...
 [-7.71688342e-07  5.80551565e-07  3.24380064e-06 ... -1.07587290e-05
  -1.07408733e-05 -1.04762363e-05]
 [-1.96659553e-06 -1.45531344e-06  1.03551280e-06 ... -9.97157669e-06
  -1.08380642e-05 -1.32653999e-05]
 [ 3.14475346e-06  4.23559570e-06  5.94325447e-06 ... -8.34260845e-06
  -6.18598366e-06 -2.78787017e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",27.4375,3.8400642898264086,16.0,31.0,6.9375,0.7473912964438374,6.0,8.0
17_3,subject_17.set,low,17,condition 3,"[[-6.80600929e-06 -5.41300392e-06 -3.20523739e-06 ...  2.40521789e-07
  -4.61162448e-07 -3.90782475e-07]
 [-7.43449402e-06 -6.64946604e-06 -4.70304346e-06 ...  3.19446802e-06
   3.42674780e-06  2.09216928e-06]
 [-5.18677378e-06 -5.74618673e-06 -4.39714050e-06 ...  7.84958601e-06
   9.42830276e-06  7.21330452e-06]
 ...
 [-7.57610369e-06 -2.22478056e-06  1.85112607e-06 ... -6.85433388e-06
  -8.17310429e-06 -4.02310562e-06]
 [-1.24750805e-05 -6.93496847e-06 -2.10100961e-06 ... -7.62106800e-06
  -1.00474072e-05 -6.91765833e-06]
 [ 1.20898175e-06  3.88395071e-06  5.60818434e-06 ... -5.27617884e-06
  -6.29397678e-06 -1.80628300e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",28.9375,1.8864235340983213,25.0,31.0,7.0625,0.42847841252506524,6.0,8.0
17_4,subject_17.set,low,17,condition 4,"[[-1.44779706e-06 -1.13776445e-06 -3.31247866e-07 ...  1.85455346e-06
   6.41476214e-07 -1.50539696e-06]
 [ 1.27518034e-06  1.49685931e-06  1.87873721e-06 ...  3.87054706e-06
   1.61244941e-06 -1.69843769e-06]
 [ 6.52219057e-06  5.46599102e-06  5.75892067e-06 ...  4.96573067e-06
   2.08748174e-06 -1.20716012e-06]
 ...
 [-5.64088440e-06 -6.89338303e-06 -4.83179379e-06 ... -4.59074926e-06
  -4.15750217e-06  7.80379355e-07]
 [-8.86178780e-06 -8.24257755e-06 -6.30347204e-06 ... -1.86803901e-06
  -2.25816631e-06 -1.25630355e-06]
 [-2.83288860e-06 -4.95941210e-06 -3.15346456e-06 ... -6.40249777e-06
  -4.28826380e-06  1.92146993e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",22.25,5.018714974971183,13.0,29.0,7.5625,0.7880950133074057,6.0,9.0
17_5,subject_17.set,low,17,condition 5,"[[-1.91694093e-06 -2.30226350e-06 -1.96416366e-06 ... -7.01779604e-06
  -6.31488276e-06 -6.42102861e-06]
 [-1.89363110e-06 -1.77532077e-06 -4.49740499e-07 ... -7.81694221e-06
  -4.69342613e-06 -3.97080016e-06]
 [-1.13222468e-06 -5.69313765e-07  1.49127662e-06 ... -1.22952795e-05
  -8.19938564e-06 -6.35991859e-06]
 ...
 [ 3.66951823e-06  3.14927864e-06 -3.31105202e-07 ... -7.66886806e-06
  -1.50316811e-05 -1.81788483e-05]
 [-2.76222341e-08 -9.72235918e-07 -3.29823303e-06 ... -6.71043587e-06
  -1.10561962e-05 -1.39214144e-05]
 [ 3.73721933e-06  2.99948883e-06 -5.08187532e-07 ... -5.88015032e-06
  -1.46180983e-05 -1.70239658e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",24.8125,5.282266913930041,14.0,31.0,7.5625,1.0588171466310885,7.0,11.0
18_0,subject_18.set,low,18,condition 0,"[[ 1.97957814e-07 -1.06173372e-06  7.79152989e-07 ... -6.63583755e-06
  -6.27883911e-06 -6.61400509e-06]
 [ 8.55017900e-08  2.73257405e-07 -1.56396055e-06 ... -1.28238440e-06
  -2.04579234e-06 -1.84139860e-06]
 [-5.58158338e-07 -2.15411472e-06 -3.05522585e-06 ... -4.08672190e-06
  -4.52327490e-06 -4.94525194e-06]
 ...
 [ 6.56272471e-07  9.28140640e-07  3.21735787e-06 ... -4.43940067e-06
  -3.99678659e-06 -4.87935877e-06]
 [-9.87099707e-07 -1.95488918e-06 -5.92266500e-07 ...  1.72434449e-06
   2.61080456e-06  2.00260830e-06]
 [ 2.55367184e-06  7.40367270e-06  6.92146349e-06 ...  5.15659428e-06
   4.26181698e-06  4.14438438e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",18.8125,5.822571918834494,9.0,31.0,7.125,1.2183492931011204,6.0,11.0
18_1,subject_18.set,low,18,condition 1,"[[-6.99624920e-06 -6.47545528e-06 -6.10560703e-06 ...  6.27323389e-08
  -7.59393692e-07 -9.55981195e-07]
 [-1.09173334e-06 -1.49716055e-06 -9.34669316e-07 ... -3.58849943e-07
  -4.43282872e-07 -2.75504827e-06]
 [-4.09456205e-06 -3.69848561e-06 -3.39402938e-06 ...  1.23837507e-06
   2.03987375e-07 -2.28797293e-06]
 ...
 [-5.43161106e-06 -5.09721899e-06 -5.25310564e-06 ...  8.28077257e-07
   1.65536135e-07  6.86525226e-07]
 [ 1.21878159e-06  1.44556940e-06  9.76739883e-07 ...  9.87946510e-07
   9.88927424e-07  2.55713081e-06]
 [ 4.93875647e-06  4.72650576e-06  3.56023026e-06 ...  6.93683267e-07
   1.11812651e-06  2.11053634e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",21.0,5.873670062235365,13.0,31.0,7.1875,0.7261843774138906,6.0,9.0
18_2,subject_18.set,low,18,condition 2,"[[-1.01135981e-06 -4.05802518e-07  4.74763304e-07 ...  3.32167101e-06
   5.05907345e-06  3.22715664e-06]
 [-4.52527571e-06 -4.72332239e-06 -1.96156561e-06 ... -4.58950567e-06
  -4.51231337e-06 -5.39579916e-06]
 [-4.57519197e-06 -4.55336952e-06 -7.48230815e-07 ... -4.13048649e-06
  -3.29820681e-06 -3.86154747e-06]
 ...
 [ 8.83830905e-07  1.45562494e-06  1.51645887e-06 ...  3.90562463e-06
   5.27290916e-06  4.65759897e-06]
 [ 3.37245870e-06  3.00169110e-06  1.72511029e-06 ...  1.27513182e-06
   5.88878155e-07  2.41474223e-06]
 [ 2.86487436e-06  3.63736463e-06  1.19485903e-06 ...  2.41255593e-06
   2.39049697e-06  3.31363940e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",21.75,5.931905258852336,9.0,31.0,7.25,1.0897247358851685,6.0,10.0
18_3,subject_18.set,low,18,condition 3,"[[-1.56024754e-06 -4.85958529e-06 -5.03165770e-06 ...  1.84769034e-06
   3.17406440e-06  2.52391005e-06]
 [-4.41600561e-06 -2.20276141e-06 -2.57500172e-06 ...  2.47595525e-06
  -4.96005177e-07 -1.30882788e-06]
 [-1.76737797e-06 -1.14194739e-06 -5.31142187e-06 ...  5.99699688e-06
   2.83133936e-06  1.01508677e-06]
 ...
 [ 2.05328512e-06 -1.30579138e-06 -2.96593213e-06 ...  7.62601137e-07
   2.22395277e-06  1.42998230e-06]
 [ 5.45451832e-06  4.66600323e-06  2.07865191e-06 ...  2.75488257e-07
   1.25676763e-06  1.40411925e-06]
 [ 3.41475248e-06  3.45842338e-06  4.73408508e-06 ... -5.32754469e-06
  -4.33326864e-06 -4.01458931e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",18.1875,6.511708205225415,6.0,31.0,7.125,0.4841229182759271,6.0,8.0
18_4,subject_18.set,low,18,condition 4,"[[ 1.07207799e-06 -3.80302280e-07 -2.98530531e-06 ...  1.14652538e-06
  -1.69532187e-08 -1.01423502e-07]
 [-2.04414511e-06 -2.02438545e-06  3.45866752e-06 ... -7.72350013e-07
   1.14221334e-06  2.95494825e-07]
 [-9.88087833e-07 -2.39234519e-06  2.15418625e-06 ... -3.75957191e-07
   1.44137371e-06  8.90970379e-08]
 ...
 [-5.86579442e-07 -2.47845292e-06 -5.17753315e-06 ...  1.61980665e-06
   4.08141285e-07  1.04379728e-07]
 [ 1.43007040e-06  8.01150799e-07 -1.55845881e-06 ... -2.87043333e-07
  -5.17042756e-07 -3.29226851e-07]
 [-3.95441961e-06 -3.25343704e-06 -4.20238590e-06 ...  2.10762548e-06
   6.89007998e-07  7.16475248e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16.0,8.007808689023483,4.0,29.0,7.25,0.5590169943749475,6.0,8.0
18_5,subject_18.set,low,18,condition 5,"[[ 6.37014568e-07  2.28200674e-07 -5.52396178e-07 ... -3.40709895e-07
  -3.74953580e-06 -1.96193695e-06]
 [-3.05348456e-07  7.21549869e-07  3.43678665e-06 ... -2.50008106e-06
  -4.75174785e-07 -6.74307585e-07]
 [-1.18565214e-06 -3.16471994e-07  2.87393570e-06 ... -4.21348858e-06
  -3.32912755e-06 -2.48795652e-06]
 ...
 [-1.95694387e-07 -1.04097152e-06 -1.50882888e-06 ...  7.41654262e-08
  -3.67430639e-06 -1.88873768e-06]
 [-9.98590708e-07 -1.43917716e-06 -2.28072453e-06 ...  3.38397384e-07
   9.41225365e-08  4.27454650e-07]
 [ 6.03117943e-08 -1.00710726e-06 -1.28996885e-06 ...  2.64377689e-06
   1.47798169e-06  3.42052519e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",13.6875,8.060077155337906,4.0,30.0,7.1875,0.5266343608235224,6.0,8.0
19_0,subject_19.set,low,19,condition 0,"[[ 2.39580593e-05  2.08166962e-05  2.29617329e-05 ... -1.00603493e-04
  -1.01017097e-04 -1.01856560e-04]
 [ 6.73426666e-05  4.52076492e-05  3.89978371e-05 ... -4.63280754e-05
  -3.89429283e-05 -4.30305099e-05]
 [ 5.56357241e-06  7.07271147e-06  8.88545036e-06 ... -8.26023006e-06
  -6.72197628e-06 -6.68388414e-06]
 ...
 [ 5.53681135e-06 -4.61409569e-06 -7.49826002e-06 ... -1.69720707e-05
  -1.70748653e-05 -1.66227093e-05]
 [ 3.83034477e-05  2.09270420e-05  1.38327951e-05 ... -1.20054178e-05
  -1.13711739e-05 -1.14600353e-05]
 [-2.10604458e-05 -2.27449150e-05 -2.16198788e-05 ... -1.00457687e-05
  -1.25760536e-05 -1.26387377e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",18.9375,6.20955664681465,12.0,31.0,11.6875,3.600672680208519,6.0,19.0
19_1,subject_19.set,low,19,condition 1,"[[-8.76022415e-05 -9.19492569e-05 -1.11224838e-04 ...  2.17828083e-06
  -1.79562902e-06 -1.60168114e-05]
 [-4.96402283e-05 -5.07025833e-05 -5.16173401e-05 ... -6.17105865e-06
  -9.52700520e-06 -1.61901188e-05]
 [-7.23863029e-06 -8.76599789e-06 -9.38604355e-06 ... -7.06998825e-06
  -4.93025923e-06 -5.41873169e-06]
 ...
 [-2.18503342e-05 -2.61675301e-05 -2.13408661e-05 ...  5.53283215e-06
   3.60200286e-06 -6.32468414e-06]
 [-1.26789904e-05 -1.44078426e-05 -1.40636997e-05 ...  7.83656454e-06
   6.30789757e-06  3.23948413e-07]
 [-1.44926319e-05 -1.57865791e-05 -1.20655107e-05 ...  5.37073565e-06
   5.60859823e-06  1.59288138e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.25,5.618051263561058,15.0,31.0,12.125,3.1399641717701177,7.0,18.0
19_2,subject_19.set,low,19,condition 2,"[[-2.55866070e-05 -1.95950222e-05 -5.16315556e-06 ...  2.91298294e-05
   3.07784538e-05  3.62536087e-05]
 [-2.09805870e-05 -1.54063530e-05 -2.54744768e-06 ...  3.21112213e-05
   3.40133362e-05  3.68817253e-05]
 [-7.49545240e-06 -4.43456841e-06  2.64166045e-06 ...  2.91175461e-05
   3.04827023e-05  3.42589149e-05]
 ...
 [-1.89980412e-05 -1.97656593e-05 -8.96206379e-06 ...  5.95857506e-05
   6.22860107e-05  6.26360283e-05]
 [-4.74040556e-06 -6.17237711e-06 -5.15534210e-06 ...  2.84916520e-06
   5.14498425e-06  4.35142612e-06]
 [-7.88164473e-06 -1.08953981e-05 -7.46963310e-06 ...  2.22189255e-05
   2.45048294e-05  2.37534409e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",23.3125,4.565067770581287,16.0,31.0,12.5,3.48209706929603,7.0,20.0
19_3,subject_19.set,low,19,condition 3,"[[ 3.65840683e-05  3.70709877e-05  4.21747398e-05 ... -1.27070820e-06
  -1.76249981e-06 -2.86117744e-06]
 [ 3.63881340e-05  4.08458519e-05  4.24384880e-05 ...  1.19535065e-06
   3.84260631e-06 -2.89722109e-06]
 [ 3.39352493e-05  3.42688446e-05  3.54527664e-05 ...  1.38653889e-07
   1.41206408e-06 -3.36372924e-06]
 ...
 [ 6.65772858e-05  7.32750320e-05  7.55014877e-05 ...  8.17401946e-07
   1.89639962e-06  2.18154788e-06]
 [ 6.16176128e-06  1.09840479e-05  1.11290255e-05 ... -2.10484695e-06
  -5.80825768e-08  1.91303110e-06]
 [ 2.69170303e-05  3.30465622e-05  3.50805283e-05 ...  3.87294173e-07
   1.57485950e-06  2.25073743e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",24.3125,5.144399260360728,16.0,31.0,13.1875,3.8765118018651767,6.0,21.0
19_4,subject_19.set,low,19,condition 4,"[[ 3.07038522e-06  1.09359598e-05  2.80992198e-06 ... -3.52088623e-05
  -4.06596298e-05 -3.73421135e-05]
 [ 9.25062075e-08  1.20841494e-05  4.79560328e-06 ... -5.42952776e-06
  -8.36322117e-06 -3.73696256e-06]
 [-3.22917938e-06  3.09206367e-06  1.54897892e-06 ...  1.59131444e-06
   1.39194238e-06  3.60433722e-06]
 ...
 [ 3.59295940e-06  3.84510779e-06  1.99257314e-06 ... -1.25923405e-05
  -1.01499405e-05 -8.35870934e-06]
 [ 3.74023890e-06  4.79240513e-06  2.10736895e-06 ... -1.72579193e-05
  -1.69589653e-05 -1.64253502e-05]
 [ 3.51283836e-06  6.84448719e-07 -1.68205869e-06 ... -1.96059990e-05
  -1.65791111e-05 -1.52956152e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",20.0,6.354132513569417,11.0,31.0,10.8125,1.911110606427582,7.0,15.0
19_5,subject_19.set,low,19,condition 5,"[[-3.33538513e-05 -3.57814407e-05 -4.37086906e-05 ...  2.42544022e-05
   1.02344828e-05  4.94742489e-06]
 [-6.08171082e-06 -1.09897375e-05 -1.90572033e-05 ...  3.54198227e-05
   2.44616528e-05  1.61982250e-05]
 [ 6.75525010e-07 -2.68142128e-06 -6.45653009e-06 ...  2.03019753e-05
   2.04328785e-05  1.77097740e-05]
 ...
 [-7.97766066e-06 -3.99616694e-06 -4.50231361e-06 ...  6.29188995e-05
   5.59792442e-05  5.38132210e-05]
 [-1.42639580e-05 -1.15036039e-05 -1.37399292e-05 ...  2.02093792e-05
   1.59924593e-05  1.43419895e-05]
 [-1.43548441e-05 -8.97144032e-06 -8.10209274e-06 ...  3.35138474e-05
   3.00278854e-05  2.96254330e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",22.3125,3.136852522832401,18.0,29.0,12.25,3.648629879831606,7.0,23.0
