file,group,subject,series,channels,num_ch,length,epochs,epochs data,num_epochs
subject_01.set,high,01,"[[ 1.00797758e-05  2.07480860e-06  2.50977022e-09 ...  5.38724136e-06
   3.24556065e-06 -4.21631820e-08]
 [ 4.11115360e-06  2.70832825e-06  1.35946786e-06 ...  3.57272291e-06
   2.55743337e-06  3.53565991e-07]
 [ 1.89389241e-06  2.52567363e-06  9.57310438e-07 ...  3.18518233e-06
   2.29683828e-06  3.72715265e-07]
 ...
 [ 3.15794449e-05 -1.54773846e-05 -2.01377087e-05 ...  1.12388430e-05
  -3.40394050e-07 -6.78758097e-06]
 [ 1.18179064e-05  5.68743467e-06  1.97989616e-05 ... -4.18425226e-06
  -9.12059367e-07  5.83721995e-07]
 [-7.05479002e-06  6.13950872e-06  5.25674677e-06 ...  6.01626110e-06
   9.77780819e-07 -2.49678516e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16,146754,"<Epochs |  5 events (all good), -1.504 - 4.496 sec, baseline off, ~496 kB, data loaded,
 '1': 1
 '2': 1
 '3': 1
 '4': 1
 '5': 1>","[[[ 7.69937992e-06  1.15539312e-05  7.28592062e-06 ...  7.31470823e-06
    6.26611519e-06  1.04925566e-05]
  [ 4.83982754e-06  7.64529419e-06  3.88625288e-06 ...  5.66832161e-06
    4.74010754e-06  7.76895189e-06]
  [ 3.71354532e-06  5.45254755e-06  2.00634789e-06 ...  5.81534719e-06
    4.90102005e-06  6.92228413e-06]
  ...
  [ 1.36043930e-05  8.19473648e-06  1.15231657e-05 ...  2.17674494e-06
    2.96010137e-06  1.26638031e-06]
  [-2.52545691e-06 -7.76661730e-06 -3.09916687e-06 ... -1.62035789e-05
   -1.91248837e-05 -1.99158325e-05]
  [ 4.72874022e-06 -5.09154701e-06 -1.95225353e-05 ... -2.26318061e-07
   -2.86445200e-07 -4.98758411e-06]]

 [[-2.06951737e-06 -3.25024319e-06 -2.19815302e-06 ... -5.13588238e-06
   -6.46670294e-06 -4.88059092e-06]
  [-1.45039105e-06 -2.44199204e-06 -2.01080012e-06 ... -3.90565181e-06
   -4.44992971e-06 -2.80741954e-06]
  [-9.36943352e-07 -1.93517494e-06 -2.06355619e-06 ... -3.82604480e-06
   -3.22242880e-06 -1.21694410e-06]
  ...
  [-2.24027848e-06  1.46461046e-06  4.55515671e-06 ... -2.07728815e-06
   -1.04342973e-06 -5.41674566e-06]
  [ 1.75881779e-06  3.68655849e-06  4.01303911e-06 ...  1.53013420e-05
    1.02765923e-05 -2.80765605e-06]
  [-5.04871607e-06  1.57385385e-06 -2.68660879e-06 ...  5.17129469e-06
    2.35529785e-05  2.28879604e-05]]

 [[ 2.88189411e-06  4.47712708e-06  6.44892979e-06 ...  1.21611154e-06
   -4.07484007e-06 -3.10078144e-06]
  [ 2.92137718e-06  4.26286077e-06  5.44299507e-06 ...  2.66175652e-06
   -1.15175688e-06 -4.35984343e-07]
  [ 2.76630163e-06  4.08845568e-06  5.21936703e-06 ...  4.32874918e-06
    4.00908828e-07  7.79080927e-07]
  ...
  [ 1.41586530e-06 -3.00083280e-06  3.09236228e-07 ... -2.85643635e-05
   -3.80756683e-05 -4.34742737e-05]
  [-2.60506082e-06 -5.39284992e-06 -1.03129416e-05 ... -3.39022231e-06
    1.33502722e-05  1.81183376e-05]
  [ 1.04843702e-05 -2.64569879e-06 -1.01373177e-05 ... -3.18525772e-05
   -4.23765373e-05 -5.76305695e-05]]

 [[-9.71826935e-06 -5.59138536e-06 -3.24051857e-07 ... -3.80840278e-06
   -4.69064331e-06 -3.63911390e-06]
  [-6.28165674e-06 -3.60071421e-06 -1.54731765e-07 ... -4.16224289e-06
   -3.82949948e-06 -1.60328579e-06]
  [-6.49599981e-06 -4.22358799e-06 -6.34609103e-07 ... -4.42366982e-06
   -3.29768944e-06 -5.15356839e-07]
  ...
  [-1.84333191e-05 -1.28296213e-05 -1.28708470e-06 ...  2.69091740e-05
    1.07145834e-05 -1.29677000e-05]
  [ 2.26890030e-05  1.70981598e-05  7.31847906e-06 ...  4.44901752e-06
    3.50950450e-07 -6.56784201e-06]
  [ 2.38146420e-05  1.60315361e-05  1.09980545e-05 ...  2.42469082e-05
    1.49136238e-05  6.08608305e-07]]

 [[ 1.13487759e-05  1.44394922e-05  1.44899521e-05 ...  8.17803955e-06
    1.07097092e-05  9.89235973e-06]
  [ 8.75261974e-06  1.10217247e-05  1.19201975e-05 ...  6.22678375e-06
    7.18325424e-06  6.50765276e-06]
  [ 6.96599627e-06  9.25183487e-06  1.05962744e-05 ...  6.25500107e-06
    6.37852955e-06  4.88409662e-06]
  ...
  [ 1.68931694e-05  2.31527863e-05  1.49037600e-05 ... -1.98679709e-06
    9.40095711e-06  9.19137669e-06]
  [ 3.13331413e-06 -6.48061848e-06 -1.53169460e-05 ... -1.29270077e-05
   -1.20120554e-05 -7.94836521e-06]
  [ 1.75732880e-05  2.69619560e-05  3.73118248e-05 ... -2.48449955e-05
   -3.04692802e-05 -2.10142727e-05]]]",5
subject_02.set,high,02,"[[-5.63323021e-06 -1.66342545e-05 -1.98550682e-05 ...  1.32719049e-05
   6.69100666e-06  1.05398588e-07]
 [-1.19301186e-05 -2.13908691e-05 -2.39449768e-05 ...  1.50199041e-05
   7.46538067e-06  1.31627941e-06]
 [ 8.39824617e-07 -4.53927135e-06 -1.15089655e-05 ...  1.11551085e-05
   3.68256640e-06 -5.41141331e-07]
 ...
 [ 4.90384340e-06  8.12684536e-06  1.51755791e-05 ... -9.62449169e-06
  -8.04633713e-06 -3.39242649e-06]
 [-1.14752254e-05 -5.90855026e-06  1.77682802e-07 ... -7.87734175e-06
  -1.89940190e-06  4.25049067e-07]
 [ 1.16057739e-05  1.24267073e-05  2.33199425e-05 ... -1.53487625e-05
  -1.10238762e-05 -2.91944766e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16,145705,"<Epochs |  5 events (all good), -1.504 - 4.496 sec, baseline off, ~496 kB, data loaded,
 '1': 1
 '2': 1
 '3': 1
 '4': 1
 '5': 1>","[[[-1.52787628e-05 -3.20960808e-06 -2.54431677e-06 ... -5.14818096e-06
   -9.46562767e-06 -3.20083308e-06]
  [ 9.68708932e-07 -3.91235203e-07  3.07895327e-06 ... -2.68034291e-06
   -3.84871244e-06  2.28423762e-06]
  [ 2.01141381e-06 -1.27922332e-06  2.12448120e-06 ... -2.87969661e-06
    2.75829601e-06  1.00226974e-05]
  ...
  [-1.01387823e-06 -1.23928463e-06 -1.88572891e-08 ... -4.75635910e-06
   -8.84209251e-06 -1.14850473e-05]
  [ 2.82790565e-06  4.26764345e-06  3.64058518e-06 ...  7.65844631e-06
    4.31421757e-06  1.64369071e-06]
  [ 7.56411648e-06  4.48207235e-06 -1.02090430e-06 ... -3.75963712e-06
   -9.17539310e-06 -1.36783724e-05]]

 [[ 7.49260569e-06  7.06280279e-06  3.83418965e-06 ...  1.62335510e-05
    1.16824598e-05  6.91725016e-06]
  [ 6.43466711e-06  5.10140896e-06  5.51007795e-06 ...  5.51811647e-06
    2.57166696e-06  3.60779732e-07]
  [ 9.40935326e-06  6.85702038e-06  5.86481237e-06 ...  4.93347311e-06
    4.73281431e-06  5.11078358e-06]
  ...
  [-3.50559378e-06 -6.51949263e-06 -1.04182119e-05 ...  1.28168459e-05
    1.37705069e-05  1.31571207e-05]
  [-6.24701262e-06 -8.60877323e-06 -9.76489449e-06 ... -8.62550640e-06
   -1.00741005e-05 -8.50708103e-06]
  [-1.32949581e-05 -1.50518112e-05 -1.07364502e-05 ... -7.73426914e-06
   -3.81432462e-06 -3.90906024e-06]]

 [[ 8.84758377e-06  6.30499649e-06  7.23435402e-06 ...  8.38102722e-06
    8.31810760e-06  1.19829025e-05]
  [ 1.68590784e-06 -8.27649772e-07 -1.95027041e-06 ...  1.10432494e-06
    9.34741795e-08  4.85247850e-06]
  [ 1.37562597e-06 -1.57804370e-06 -4.28637600e-06 ...  3.16895676e-06
    2.70895863e-06  4.08822823e-06]
  ...
  [ 3.39531684e-06  7.04738903e-06  6.91775703e-06 ...  9.03839779e-06
    8.50526714e-06  5.15278864e-06]
  [-1.51471269e-06  2.59031010e-06  5.57671928e-06 ... -7.09491062e-06
   -9.26573467e-06 -1.03701420e-05]
  [-8.86527658e-07  2.34605718e-06  4.03719521e-06 ... -1.87991965e-06
   -5.97502518e-06 -4.88678932e-06]]

 [[-1.09558516e-05 -9.90711117e-06 -9.53662777e-06 ...  4.62274015e-07
    5.43178797e-07 -6.11362875e-07]
  [-7.33418274e-06 -7.59563112e-06 -4.46566296e-06 ... -1.36247289e-06
   -2.79325604e-06 -3.26840472e-06]
  [-2.39154649e-06 -3.45485544e-06 -1.74370158e-06 ... -3.12553835e-06
   -3.24225569e-06 -2.16451168e-06]
  ...
  [ 7.83190298e-06  7.38625383e-06  7.38524485e-06 ...  5.56302118e-06
    8.09759140e-06  8.53120804e-06]
  [ 5.64705658e-06  6.84328318e-06  7.63748407e-06 ...  2.14943242e-06
    3.20444536e-06  1.68867397e-06]
  [ 3.36967063e-06  2.91154432e-06  4.11976814e-06 ...  4.75162315e-06
    6.96017504e-06  7.62334967e-06]]

 [[ 5.17570734e-06  5.84998608e-06  5.06554317e-06 ...  2.14428120e-05
    1.39549122e-05  1.08763294e-05]
  [-7.83566856e-06 -1.07948799e-05 -1.04672823e-05 ...  1.04252329e-05
    6.09328127e-06  6.42543936e-06]
  [-1.09483147e-05 -1.32413445e-05 -1.25529146e-05 ...  8.86237526e-06
    7.77677202e-06  9.68419743e-06]
  ...
  [ 1.23737488e-05  1.51050415e-05  1.11700678e-05 ... -1.18864689e-05
   -1.07086468e-05 -1.12027197e-05]
  [-6.06429100e-06 -5.32712936e-06 -8.45237255e-06 ... -1.39942904e-05
   -1.58144503e-05 -2.03832073e-05]
  [ 5.41175652e-06  7.27460003e-06  1.04891052e-05 ... -3.64188170e-06
    8.21533084e-07  4.00981188e-06]]]",5
subject_03.set,high,03,"[[-1.74403220e-07 -5.31456566e-06 -1.09669971e-05 ...  2.12816048e-06
  -6.85566545e-07  8.00303161e-07]
 [ 5.62501764e-06 -7.78596830e-06 -8.98514271e-06 ...  2.79130626e-06
   1.25308061e-06  1.39993644e-06]
 [ 4.86478806e-06 -7.72273779e-06 -7.81788349e-06 ...  2.67699957e-06
   1.98332155e-06  1.63965142e-06]
 ...
 [ 4.21954727e-06  1.79672451e-05  1.65018654e-05 ... -3.39672995e-06
  -1.74248993e-06 -1.29824996e-06]
 [ 1.23272133e-05  1.99293938e-05  7.16195679e-06 ... -6.58633471e-06
  -4.99575329e-06 -3.60368180e-06]
 [-5.11756659e-06  1.49077168e-05  2.42721691e-05 ...  1.47202276e-08
   1.10635769e-06  9.72310662e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16,147448,"<Epochs |  5 events (all good), -1.504 - 4.496 sec, baseline off, ~496 kB, data loaded,
 '1': 1
 '2': 1
 '3': 1
 '4': 1
 '5': 1>","[[[ 7.32619572e-06  5.52797842e-06  7.60815620e-06 ...  4.65767956e-06
    6.22551823e-06  8.07816029e-06]
  [ 3.58032036e-06  2.64239645e-06  6.43876076e-06 ... -3.46309066e-06
    2.84203053e-07  2.59500480e-06]
  [ 2.52418351e-06  1.92582488e-06  5.21310854e-06 ... -4.47744131e-06
   -1.15049005e-06  2.93199807e-07]
  ...
  [-2.57105017e-06 -2.08344340e-06 -6.25895834e-06 ...  1.76672959e-06
   -4.22774744e-06 -5.84336376e-06]
  [-1.44246769e-06  9.51445043e-07  1.13182414e-06 ...  1.50893986e-06
   -1.61389041e-06 -3.31255651e-06]
  [-3.50332594e-06 -5.36383772e-06 -1.38874693e-05 ...  2.90312743e-06
   -5.91849613e-06 -7.20293903e-06]]

 [[-4.09830618e-06 -1.37071180e-06 -4.02048540e-06 ...  1.64624679e-06
    8.08545828e-07 -7.02727985e-06]
  [-1.71867347e-06 -6.63265467e-07 -2.07194567e-06 ... -3.34624946e-07
    1.10837281e-06 -3.57153487e-06]
  [-6.98747516e-07 -3.95441175e-07 -9.41050470e-07 ... -9.19555128e-07
    1.31458080e-06 -2.14212275e-06]
  ...
  [ 1.58542216e-06 -2.25606728e-06  2.10648704e-06 ... -4.98791456e-06
   -7.86059570e-06  5.93568385e-07]
  [-1.65788436e-06 -5.25869608e-07  2.84963322e-06 ...  1.64719296e-06
   -1.16204131e-06  5.68094826e-06]
  [ 4.00071144e-06 -4.56413698e-06  5.22704720e-07 ... -1.11722078e-05
   -1.46117678e-05 -5.68215418e-06]]

 [[ 3.58459377e-06  6.54538012e-06  2.81477046e-06 ... -1.31838512e-05
   -1.09860220e-05 -1.14482708e-05]
  [ 8.17261696e-06  6.86306572e-06  4.67040205e-06 ... -5.22970676e-06
   -2.61755466e-06 -3.38631916e-06]
  [ 9.02593422e-06  7.06788349e-06  4.17104292e-06 ...  5.40045679e-07
    2.90656614e-06  1.37505102e-06]
  ...
  [-4.66151524e-06 -4.59156227e-06 -1.23309648e-06 ...  1.79636335e-06
   -2.04519057e-06 -2.59004056e-07]
  [-4.86863327e-06 -3.33393383e-06 -2.75701825e-08 ... -3.48379278e-06
   -6.69647884e-06 -4.78466177e-06]
  [-4.48126554e-06 -5.10462713e-06 -2.08472943e-06 ...  3.61121893e-06
   -7.62886584e-07  1.00810134e-06]]

 [[-4.81063795e-06 -6.89106369e-06 -7.66400146e-06 ... -1.17601645e-06
   -6.24923038e-06 -5.19394255e-06]
  [ 1.48843563e-06 -1.36191726e-06 -4.03647900e-06 ...  1.65520525e-06
   -3.09420204e-06 -1.16644585e-06]
  [ 2.67613435e-06  7.09226429e-07 -1.81311035e-06 ...  3.61723018e-06
   -1.21091032e-06  6.31960094e-07]
  ...
  [ 1.23019628e-07  2.48411536e-06  6.43471146e-06 ... -8.18461609e-06
    2.70310187e-06 -1.73237050e-06]
  [-2.69298363e-06 -1.47831166e-06 -2.28236485e-06 ... -1.02216921e-05
    1.14528930e-06 -1.37533098e-08]
  [ 2.13488030e-06  5.15961361e-06  1.39419413e-05 ... -6.12684250e-06
    3.88330436e-06 -4.14715147e-06]]

 [[-1.59025252e-06 -2.63506246e-06 -3.62335891e-07 ... -1.81791039e-05
   -1.46562529e-05 -1.45177135e-05]
  [-1.06143880e-06 -1.87412894e-06 -1.69821548e-06 ... -8.28239059e-06
   -7.99028301e-06 -7.13576031e-06]
  [ 5.42211905e-08 -1.52020454e-06 -1.59068108e-06 ... -6.50122929e-06
   -6.86315775e-06 -6.15878201e-06]
  ...
  [-5.90443850e-06 -5.38395941e-07 -1.40160692e-06 ...  1.37933445e-05
    1.13551054e-05  1.23862162e-05]
  [-6.05081272e-06  5.47647524e-06  1.38114405e-06 ...  1.27117128e-05
    8.48262215e-06  1.22351589e-05]
  [-7.37406921e-06 -8.31260014e-06 -5.28124285e-06 ...  1.20739069e-05
    1.19887753e-05  1.03302803e-05]]]",5
subject_04.set,high,04,"[[ 4.98274994e-06  1.24896307e-05  1.18758974e-05 ...  1.05207753e-06
  -2.76740265e-06 -3.24802995e-06]
 [ 2.30232096e-06  7.44124365e-06  8.72486401e-06 ...  5.03947973e-06
   1.12513971e-06  1.62630886e-07]
 [ 4.04019922e-07  8.60515773e-07  1.19887877e-06 ...  3.32311964e-06
   5.76907158e-07 -1.16832644e-07]
 ...
 [-5.17356110e-06 -1.57114267e-05 -1.51184769e-05 ... -1.09313469e-05
  -5.64055777e-06 -3.35637927e-06]
 [ 3.05943203e-06  1.08690004e-05  1.11992826e-05 ... -5.88717747e-06
  -2.34853435e-06 -1.23646283e-06]
 [-3.83059096e-06 -1.16882801e-05 -1.18951731e-05 ... -4.55323839e-06
   4.80030298e-07  1.88463426e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16,146119,"<Epochs |  5 events (all good), -1.504 - 4.496 sec, baseline off, ~496 kB, data loaded,
 '1': 1
 '2': 1
 '3': 1
 '4': 1
 '5': 1>","[[[ 1.26850462e-05  1.07442055e-05  1.07538347e-05 ...  3.59120488e-06
   -1.31496263e-06 -3.29700041e-06]
  [-1.56542711e-05 -1.38185587e-05 -9.31032944e-06 ...  3.77014303e-06
    1.13600779e-06 -7.39024997e-07]
  [-6.62742519e-06 -5.51881695e-06 -1.80175638e-06 ...  3.05435967e-06
    7.84683466e-07 -4.35461134e-07]
  ...
  [-1.65701351e-05 -1.55033388e-05 -1.50838680e-05 ... -5.67247534e-06
   -3.21064997e-06 -1.84347138e-07]
  [ 1.11973171e-05  9.64082527e-06  6.75714636e-06 ... -7.47265279e-07
    1.76901221e-06  2.72275448e-06]
  [ 2.80802555e-05  2.84948292e-05  2.84647503e-05 ... -4.54066896e-06
   -2.17900777e-06 -1.50525317e-07]]

 [[ 6.83760262e-06  6.60936117e-06  1.01136866e-05 ... -4.48884296e-06
   -8.15608311e-06 -8.09060955e-06]
  [ 2.19648862e-06  4.70030928e-06  5.77295494e-06 ... -1.20313158e-05
   -1.18481808e-05 -1.18894205e-05]
  [ 2.46586514e-06  4.09240818e-06  6.16001654e-06 ... -1.19153290e-05
   -1.27517004e-05 -1.31798868e-05]
  ...
  [ 8.41671562e-06  8.17614269e-06  6.70335150e-06 ...  8.48765278e-06
    7.61038494e-06  6.76630259e-06]
  [-9.30469322e-06 -1.18517828e-05 -1.41710234e-05 ...  1.94232063e-05
    2.55037537e-05  2.67829475e-05]
  [ 2.72636533e-06  2.14756632e-06  1.12491500e-06 ...  7.74048567e-06
    6.41828537e-06  5.75466728e-06]]

 [[ 9.50067139e-06  1.22816935e-05  1.47937737e-05 ... -1.61954899e-05
   -1.73758430e-05 -1.75027351e-05]
  [-4.19906807e-06 -4.66815174e-07  2.66249561e-06 ...  3.23198557e-06
    1.89574504e-06  3.53128862e-06]
  [ 5.58589101e-07  4.01139641e-06  6.65233135e-06 ... -9.84548986e-07
   -2.14989448e-06 -6.87225342e-07]
  ...
  [ 1.59264765e-05  9.33896828e-06  3.05773425e-06 ... -7.42179823e-06
   -4.33195591e-06 -4.42893171e-06]
  [-1.75065575e-05 -2.38267612e-05 -2.47516212e-05 ...  1.52027493e-05
    1.64746037e-05  1.40294170e-05]
  [ 1.54157581e-05  1.04433661e-05  4.99788904e-06 ... -5.71105289e-06
   -4.04826403e-06 -4.03932858e-06]]

 [[-9.27694416e-06 -9.91613197e-06 -1.00507574e-05 ... -6.04747391e-06
   -6.49274492e-06 -7.64261818e-06]
  [-6.91947192e-08  3.53808284e-07 -3.62861753e-07 ... -1.05586309e-05
   -1.05947409e-05 -1.15420494e-05]
  [-2.02584529e-06 -2.00309420e-06 -3.16671538e-06 ... -8.26648045e-06
   -8.17013359e-06 -9.43625164e-06]
  ...
  [-4.13892889e-06 -4.72357416e-06 -4.62481356e-06 ...  1.12072239e-05
    1.07321081e-05  1.14370995e-05]
  [ 8.32391071e-06  9.08462143e-06  1.09814672e-05 ...  3.55838299e-06
    3.51167774e-06  6.77133131e-06]
  [-2.67958224e-07 -4.60159808e-07 -3.16659003e-07 ...  1.14222107e-05
    1.20376158e-05  1.23297195e-05]]

 [[ 6.23317242e-06  5.37883711e-06  4.86320257e-06 ... -8.18168259e-06
   -1.05734434e-05 -1.03683214e-05]
  [-9.55062962e-06 -1.20164032e-05 -1.52191143e-05 ...  4.20100975e-06
    4.93032455e-06  6.86127472e-06]
  [-7.83906698e-06 -1.00408859e-05 -1.25246954e-05 ...  3.62058043e-06
    3.37666082e-06  5.43912363e-06]
  ...
  [-1.18764627e-06  4.49401808e-06  9.47678757e-06 ... -1.88591087e-06
   -2.24806213e-06 -3.67923903e-06]
  [ 1.00554867e-05  1.23621502e-05  1.46395855e-05 ... -9.10745144e-06
   -7.56708908e-06 -9.06767368e-06]
  [ 3.95943928e-06  5.98044920e-06  8.86224079e-06 ... -4.49013186e-06
   -4.89047813e-06 -6.63190269e-06]]]",5
subject_05.set,high,05,"[[-4.62057352e-06 -6.30932665e-06 -6.23365116e-06 ...  2.93732667e-06
   1.37817001e-06  9.49155867e-07]
 [ 4.17985201e-06  4.11346960e-06  1.70708716e-06 ...  2.04680943e-06
   2.33048105e-06  2.06594968e-06]
 [ 8.88192749e-06  1.07835541e-05  5.69439077e-06 ...  2.83705926e-06
   2.56334829e-06  1.63585627e-06]
 ...
 [ 7.94537783e-06  2.71738648e-06  7.52648354e-06 ...  4.06886578e-06
   5.31391191e-06  5.01958942e-06]
 [-1.33919239e-05 -7.64185095e-06 -6.87882471e-06 ... -3.16953778e-06
  -3.07579660e-06  5.77087820e-07]
 [-6.20711613e-06 -9.85159206e-06 -3.50978047e-07 ... -1.14202392e-06
   4.02281135e-07  1.52580857e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']",16,142519,"<Epochs |  5 events (all good), -1.504 - 4.496 sec, baseline off, ~496 kB, data loaded,
 '1': 1
 '2': 1
 '3': 1
 '4': 1
 '5': 1>","[[[ 2.74874234e-06  3.57033640e-07 -4.43524629e-07 ... -1.80786467e-06
   -3.20041966e-06 -6.26137352e-06]
  [ 3.21676683e-06  3.74187994e-06  2.81424403e-06 ... -3.38670194e-07
   -3.14410591e-06 -5.06760454e-06]
  [ 3.21719861e-06  5.91823483e-06  5.31121969e-06 ... -3.46107215e-07
   -5.13427973e-06 -7.55603266e-06]
  ...
  [-1.02612286e-05 -3.73299217e-06  3.96795440e-06 ...  5.46190679e-07
    1.83632970e-06  2.06353951e-06]
  [ 5.53282320e-07  1.72758985e-06  2.83174276e-06 ... -1.88338852e-05
   -1.62073021e-05 -9.27786350e-06]
  [ 6.16234541e-07 -3.11951542e-06 -2.49009991e-06 ... -7.08434153e-06
   -1.33464050e-06 -1.13093925e-06]]

 [[-7.01493788e-06 -5.70399761e-06 -5.33659601e-06 ... -4.92390013e-06
   -5.07011032e-06 -5.27188206e-06]
  [ 2.96367478e-06  3.67424178e-06  6.63946342e-06 ... -4.66627169e-06
   -6.07832050e-06 -7.52808571e-06]
  [ 5.55057812e-06  5.59815359e-06  9.94953442e-06 ... -3.42510819e-06
   -4.11115932e-06 -7.03774357e-06]
  ...
  [-1.15168095e-05 -2.43933010e-06 -1.30696411e-05 ...  1.09851754e-06
    5.78923798e-06  9.59388351e-06]
  [-1.29676466e-05 -1.04212484e-05 -1.06680784e-05 ... -6.39389753e-06
   -4.14651394e-06  7.40134895e-07]
  [-8.13480473e-06 -5.28738260e-06 -8.79513073e-06 ... -5.93787098e-06
   -6.16696835e-06  8.11330259e-07]]

 [[ 8.54039013e-07  3.56707573e-07  7.94477344e-07 ... -3.72947550e-06
   -3.88040376e-06 -3.20598269e-06]
  [ 6.01840115e-06  5.00457239e-06  1.84465528e-06 ... -3.21074724e-06
   -4.87709570e-06 -2.49601436e-06]
  [ 8.26710606e-06  7.89651108e-06  2.73353195e-06 ... -2.91025066e-06
   -6.16809797e-06 -3.54374599e-06]
  ...
  [-1.19419842e-05 -6.54435444e-06 -1.71498394e-06 ...  1.00893574e-05
    8.64632893e-06  4.73406839e-06]
  [-7.11998892e-06 -4.01206970e-06 -3.63024926e-06 ...  8.55895329e-06
    7.48633528e-06  1.44240294e-05]
  [-6.80570698e-06 -7.53862906e-06 -2.79378057e-06 ...  4.23228455e-06
    5.30462933e-06  4.78345823e-06]]

 [[-1.57338631e-06 -1.65313220e-06  4.66146290e-07 ...  5.39761782e-06
    7.30694437e-06  6.69274426e-06]
  [ 5.75365424e-07 -6.68366021e-09 -1.43649906e-07 ...  7.04248857e-06
    9.58456898e-06  7.03881645e-06]
  [ 3.09819460e-06  2.45610809e-06  1.14094305e-06 ...  7.26470900e-06
    9.74265289e-06  6.34480476e-06]
  ...
  [ 1.03387585e-05  8.09586334e-06  4.14803839e-06 ... -1.52849007e-05
   -2.07959995e-05 -1.50531092e-05]
  [ 4.14558649e-06  4.20089483e-06  1.37261569e-06 ... -8.28501034e-06
   -4.56329060e-06 -5.79706049e-06]
  [-2.11041617e-06 -2.72286463e-06 -1.14596045e-06 ...  5.29624164e-07
    7.60945082e-07  2.25806499e-06]]

 [[ 2.35227776e-06  2.50084329e-06  3.13462996e-06 ... -2.34959388e-06
   -4.69682789e-06 -5.08831882e-06]
  [ 8.50089788e-07  1.09334576e-06  9.04844642e-07 ... -2.61723232e-06
   -1.44051397e-06 -2.41089582e-07]
  [ 1.19729079e-07  1.65837145e-06  2.00459909e-06 ... -2.53829074e-06
   -6.77391052e-07  1.00883222e-06]
  ...
  [ 2.32420996e-07 -3.47208118e-06  1.78694475e-06 ... -3.02113438e-06
   -3.78051400e-06 -5.44629276e-07]
  [-3.42605162e-06 -4.19201088e-06 -2.30609441e-06 ...  2.65483117e-06
    4.15577412e-07  4.34568107e-07]
  [-1.82999969e-07 -3.79095531e-06 -2.09916973e-06 ... -3.26527619e-06
   -2.73708105e-06 -1.99905276e-06]]]",5
