,file,group,subject,condition,window,series,channels
27_NH_6,27_NH_6,low,27,NH,6,"[[-5.23170662e-06 -2.59698272e-06  5.75415754e-06 ... -6.24264669e-06
   4.53532839e-06  4.20125455e-07]
 [-4.63242626e-06 -2.49799705e-06  8.85323811e-06 ... -5.70466852e-06
   5.21892929e-06 -2.36376911e-07]
 [-4.84975100e-06 -2.92053032e-06  6.51348400e-06 ... -5.14928341e-06
   5.12272167e-06 -2.17578101e-06]
 ...
 [ 7.62976217e-06 -8.27150285e-07 -5.02862930e-06 ...  7.30450726e-06
  -6.62252951e-06  4.60246181e-06]
 [ 5.52568245e-06  4.88761377e-06 -8.06546688e-06 ...  1.42813835e-05
  -1.40153809e-05  1.01178036e-05]
 [ 7.51089621e-06  1.25286412e-06 -9.34152794e-06 ...  7.50563812e-06
  -5.71560097e-06 -8.13457203e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_7,27_NH_7,low,27,NH,7,"[[-2.87752461e-06 -3.37997723e-06  1.62415600e-06 ...  2.62818599e-06
  -4.10469919e-07 -1.79512703e-06]
 [ 4.92548347e-07 -1.32788098e-06  3.76417708e-06 ...  9.22432423e-06
   4.69868994e-06  5.42973995e-06]
 [-8.05908382e-07 -1.95643342e-06  2.73492837e-06 ...  6.89810991e-06
   4.17902946e-06  1.84882724e-06]
 ...
 [ 9.28413773e-06  7.76035833e-06  5.63589954e-06 ... -8.96323490e-06
   5.85183859e-06  2.32693362e-06]
 [ 1.14110250e-05  5.68610287e-06  7.94679546e-06 ... -1.15064192e-06
  -5.07428932e-06  9.94872928e-07]
 [ 4.44218254e-06  6.74817705e-06 -3.75785708e-06 ... -8.34529591e-06
   1.14209642e-05  2.71791053e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_8,27_NH_8,low,27,NH,8,"[[ 1.60915840e-06  9.32204485e-07  4.63949776e-06 ... -8.22313595e-06
   3.50454807e-06 -1.17709579e-05]
 [ 4.54240894e-06  1.15829859e-05  1.09331675e-05 ... -9.77324104e-06
  -1.92363894e-06 -1.85936069e-05]
 [ 4.53427124e-06  6.66505146e-06  7.50203991e-06 ... -8.86822891e-06
  -7.92882144e-08 -1.57976465e-05]
 ...
 [-2.24169493e-06  9.02838483e-08 -1.09832735e-05 ...  5.25254440e-06
  -1.38564110e-06  8.05069542e-06]
 [-4.66265535e-06  9.50577974e-07 -4.02862358e-06 ...  1.32041025e-05
   3.98424178e-07  1.97073631e-05]
 [ 1.07541645e-06 -2.69184136e-06 -1.22465391e-05 ...  7.91862392e-06
  -7.34190893e-06  1.13466854e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_9,27_NH_9,low,27,NH,9,"[[ 2.57724468e-08 -7.06581116e-06 -6.36634779e-06 ... -1.50952065e-06
  -1.60990131e-06  4.90663433e-06]
 [-3.69941616e-06 -1.43883829e-05 -1.04748507e-05 ...  3.21744943e-06
   5.19346380e-06  1.24764423e-05]
 [-2.28172469e-06 -1.13594980e-05 -9.58562374e-06 ...  3.21789145e-06
   3.30855393e-06  1.13161802e-05]
 ...
 [ 2.29922247e-06  7.42508125e-06  3.03701520e-06 ...  1.50719941e-06
  -3.81850791e-06 -1.19966497e-05]
 [ 8.24121761e-06  1.57293348e-05  1.11270514e-05 ... -1.29265594e-06
   3.01305842e-06 -6.58870506e-06]
 [-2.15429235e-06  5.44405127e-06  5.45776558e-06 ...  5.38407040e-06
  -4.47359657e-06 -9.78788853e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_10,27_NH_10,low,27,NH,10,"[[-3.97524548e-06  3.16053963e-06 -2.33897614e-06 ... -1.99113417e-06
   9.18266678e-06 -3.32947111e-06]
 [-2.11503223e-07  4.33723783e-06  5.71034527e-06 ... -2.76409864e-06
   1.01716652e-05 -2.83677268e-06]
 [ 5.20865381e-07  3.60421062e-06  6.31484890e-06 ... -3.92130709e-06
   8.39936733e-06 -2.78519011e-06]
 ...
 [-5.97692490e-06 -1.51856804e-06 -9.51820087e-06 ...  1.10116839e-06
  -5.10552359e-06  3.62935138e-06]
 [ 2.29416966e-06  6.57678747e-06 -1.31984892e-05 ...  1.51500106e-06
  -1.21828842e-05  1.42670107e-06]
 [ 1.46626353e-06 -1.17283754e-05  1.03025436e-05 ...  3.06236529e-06
  -1.05317297e-05  4.33386564e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_11,27_NH_11,low,27,NH,11,"[[ 3.91048336e-06  1.10843267e-05 -4.62727213e-06 ...  4.99868512e-07
   1.55576885e-06 -4.78883505e-06]
 [ 3.66910791e-06  1.48269825e-05 -1.26228476e-06 ... -3.15416932e-07
   2.76480269e-06 -5.55935574e-06]
 [ 2.36763334e-06  1.33155842e-05 -3.26616263e-06 ...  1.56611729e-06
   3.56612277e-06 -3.43264413e-06]
 ...
 [-7.98494530e-06 -1.31193628e-05  8.95345879e-06 ...  9.51854348e-07
  -2.57984638e-06 -3.73137403e-06]
 [-7.66440010e-06 -3.29699402e-05  9.19690800e-06 ...  3.55623674e-06
   6.75607109e-06 -2.22482705e-06]
 [-5.81499958e-06 -7.33425140e-06  7.01780128e-06 ... -3.16543198e-06
  -8.16688538e-06  9.71186638e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_12,27_NH_12,low,27,NH,12,"[[ 3.57924581e-06  1.61801541e-06 -2.28478265e-06 ... -5.42629808e-08
  -9.23730946e-06 -2.54764581e-06]
 [ 1.86230052e-06  3.83152676e-06 -6.42330790e-06 ...  6.30601287e-07
  -1.11369915e-05 -6.42247152e-06]
 [ 2.93704987e-06  5.81109858e-06 -4.58444214e-06 ...  1.56045997e-06
  -1.04162083e-05 -5.11586618e-06]
 ...
 [ 3.37145972e-06 -6.62298965e-06  8.57652473e-06 ... -4.77166176e-06
   1.33444099e-05  6.32618618e-06]
 [ 1.01823149e-05 -7.17826748e-06  1.20975018e-05 ... -1.06928997e-05
   2.36226425e-05  5.35350037e-06]
 [-1.15825148e-05  2.32281518e-06  8.96201074e-07 ...  5.02110624e-06
   5.47604322e-06  3.47538638e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_13,27_NH_13,low,27,NH,13,"[[-2.50735313e-07 -7.51328945e-07 -7.82203913e-06 ...  9.40204430e-06
   1.77667830e-08 -1.42540383e-06]
 [ 2.57284236e-06 -2.67866516e-06 -9.93210316e-06 ...  1.07719164e-05
  -9.94571149e-07 -2.56758595e-06]
 [ 2.67033648e-06 -3.12063670e-06 -7.98623180e-06 ...  5.63129044e-06
  -6.45557940e-07 -2.63284850e-06]
 ...
 [-1.03237524e-05  3.78876781e-06  3.81063312e-07 ... -2.08244681e-06
  -2.07082891e-06 -8.00906181e-06]
 [-5.25171947e-06  1.21702585e-05  5.91376662e-07 ... -7.79973865e-07
  -1.32867928e-05 -1.15328999e-05]
 [-4.66757298e-06 -6.48015261e-06  1.25494452e-05 ... -2.05855694e-05
   4.90815020e-06  4.30332327e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_14,27_NH_14,low,27,NH,14,"[[ 1.45066795e-05 -5.52958918e-06  6.93791342e-06 ...  1.46847916e-06
  -4.89180803e-06 -6.17904902e-06]
 [ 1.43612232e-05 -1.29742184e-05  6.32993555e-06 ... -6.79537630e-06
  -4.97081804e-06 -1.23213511e-05]
 [ 1.24288530e-05 -1.30572166e-05  2.50730038e-06 ... -4.13751411e-06
  -3.16600680e-06 -1.15371342e-05]
 ...
 [-1.46289425e-05  1.12981472e-05 -6.42093003e-07 ...  3.43181539e-06
   1.58477461e-06  1.67297649e-05]
 [-2.70807362e-05  1.08327427e-05 -5.47484541e-06 ...  1.62757683e-05
  -4.08180094e-06  1.53082609e-05]
 [-2.18016930e-05  5.20608282e-06 -1.19909754e-05 ... -1.28743029e-05
   1.19654980e-05  9.25546360e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_15,27_NH_15,low,27,NH,15,"[[ 3.52401233e-06 -7.13147259e-06  6.25457615e-09 ... -1.31710839e-06
  -4.60992241e-06  2.72234380e-07]
 [-1.39287519e-06 -9.45510101e-06 -9.88936138e-06 ...  5.54703414e-07
  -4.44623661e-06  4.25749350e-06]
 [ 1.26098740e-06 -8.48053551e-06 -6.10742855e-06 ...  9.51559484e-07
  -3.61483741e-06  2.52046442e-06]
 ...
 [-7.05430794e-06  1.20483685e-05 -2.58646560e-06 ... -5.58973455e-06
   2.31668949e-06 -5.17709494e-06]
 [ 3.88786316e-07  1.21813846e-06  1.13580990e-05 ... -1.39159703e-06
   7.25113583e-06  4.33508873e-06]
 [-9.29662132e-06  1.50321035e-05 -9.32530880e-06 ...  1.99084270e-06
   7.22927189e-06 -3.94927144e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_16,27_NH_16,low,27,NH,16,"[[ 1.82859552e-06  1.31032050e-06  2.30464005e-06 ... -8.18694782e-06
   4.90115017e-07 -9.06282425e-06]
 [ 5.99391699e-06  7.71110964e-06  9.23793221e-06 ... -1.25624733e-05
  -8.11143517e-07 -1.59102592e-05]
 [ 4.60382128e-06  5.40563774e-06  6.91874409e-06 ... -1.06883526e-05
  -3.14488322e-07 -1.46332102e-05]
 ...
 [-8.78052998e-06  1.77108422e-08 -1.05518265e-05 ...  3.46985269e-06
   1.82580602e-06  1.36049776e-05]
 [-1.37772083e-05  1.02511311e-05 -1.54500237e-05 ...  7.83119440e-06
  -5.56373715e-07  1.52717733e-05]
 [ 4.26966381e-06 -4.99650621e-06  4.89760208e-06 ...  1.03233213e-05
  -4.29486185e-07  1.40980396e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_NH_17,27_NH_17,low,27,NH,17,"[[-2.81914878e-06 -4.61657810e-06 -6.89268827e-06 ... -6.54719353e-07
   2.32857323e-06 -8.41096497e-06]
 [-3.23152280e-06 -7.39016819e-06 -1.03029079e-05 ... -2.98883677e-06
  -4.92765331e-06 -1.64187927e-05]
 [-4.57633829e-06 -5.97753811e-06 -8.50403976e-06 ... -2.05501986e-06
  -2.33831739e-06 -1.30373049e-05]
 ...
 [-2.31949592e-06  9.50314522e-06  7.39441490e-06 ...  3.25513887e-06
  -9.78178120e-06  4.93860579e-06]
 [ 3.96484399e-06  6.28945637e-06  4.97393513e-06 ...  9.52253056e-06
  -6.97144985e-06  1.06132784e-05]
 [-1.45495260e-06  9.23170853e-06  1.13348484e-05 ... -9.31436956e-07
  -5.41151762e-06  1.42875175e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_0,27_POST_0,low,27,POST,0,"[[ 7.19939280e-06 -4.41574097e-06  4.25376177e-06 ...  4.54696894e-06
  -3.86186266e-06 -4.09247017e-06]
 [ 6.30121422e-06 -6.81452179e-06  2.47331667e-06 ...  4.66863632e-06
   4.77857608e-09 -1.13302994e-05]
 [ 5.92948723e-06 -5.67595339e-06  1.03654599e-06 ...  4.28600454e-06
  -1.62539566e-06 -9.43502235e-06]
 ...
 [-5.55955267e-06  3.81519842e-06  9.39207458e-06 ... -9.71372986e-06
   1.59745991e-06  5.05822182e-06]
 [-1.13691330e-05  7.82117701e-06  2.13562965e-06 ...  3.73564482e-06
  -6.23351991e-07  7.98658276e-06]
 [-7.69279242e-06  7.69235468e-06 -2.96881628e-06 ... -1.56012049e-05
   5.54281759e-06  2.58464694e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_1,27_POST_1,low,27,POST,1,"[[-7.41546440e-06 -1.42125940e-06 -5.07480264e-07 ... -3.88029385e-06
  -1.99190116e-06 -4.73941135e-06]
 [-1.82120247e-05 -3.65628076e-06 -6.04532862e-06 ... -7.73295581e-07
  -3.33896184e-06 -2.39023066e-06]
 [-1.53821869e-05 -2.58473253e-06 -4.77084541e-06 ... -2.08543420e-06
  -2.45045161e-06 -3.40458417e-06]
 ...
 [ 1.03484516e-05  1.13171387e-06 -4.03188896e-06 ...  4.36993647e-06
   3.72160339e-06  6.36250305e-06]
 [ 3.95297194e-06 -4.37181330e-06 -3.93825114e-07 ...  5.33731127e-06
   3.71029806e-06  8.70177174e-06]
 [ 1.12879868e-05  3.70924878e-06 -3.40958166e-06 ...  5.65602350e-06
   4.19156981e-06  5.57833195e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_2,27_POST_2,low,27,POST,2,"[[ 3.76350403e-07  2.69703317e-06  4.65437859e-07 ... -4.37675983e-07
   1.28408444e-06  4.50422382e-06]
 [ 1.12117314e-06  2.60328937e-06 -8.90937090e-07 ... -2.14003310e-07
  -1.55039620e-06  5.99237347e-06]
 [ 5.86224794e-07  2.20654988e-06 -4.46915418e-07 ... -6.61345571e-08
   5.45468390e-07  6.44896507e-06]
 ...
 [-8.65239739e-07 -6.66477442e-07  6.59861231e-06 ...  4.63060760e-06
   2.23264503e-06 -2.08902740e-06]
 [-1.04707181e-06  4.13723201e-07  1.32843637e-06 ... -3.67548674e-07
   1.35998809e-06 -2.55203176e-06]
 [ 1.31208420e-07 -4.21922302e-06  2.24920243e-07 ...  3.82108474e-06
  -7.90715277e-07 -7.21199417e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_3,27_POST_3,low,27,POST,3,"[[ 1.96807086e-06  1.94693196e-06  9.21809018e-07 ...  5.99936903e-07
   6.11503792e-06  7.02557504e-07]
 [-5.67299068e-07  1.34172404e-06  3.61220813e-06 ...  5.66731548e-06
   1.46575441e-05  3.35344315e-06]
 [ 2.30630565e-06  3.64650369e-06  4.78229713e-06 ...  4.56395245e-06
   1.21553307e-05  1.22188365e-06]
 ...
 [-3.72953773e-06  4.38694626e-07  5.13545811e-07 ... -5.20543671e-06
  -1.20653706e-05  3.95039511e-06]
 [-3.64450336e-06  2.15805078e-06 -3.14023674e-07 ... -7.68934116e-08
  -1.02830343e-05  9.55649757e-06]
 [-2.41820765e-06 -5.06969309e-06 -2.63157463e-06 ... -2.16487274e-08
  -8.66941357e-06 -5.27364016e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_4,27_POST_4,low,27,POST,4,"[[-7.16717303e-07  4.70278978e-06  5.96808720e-06 ...  1.70451891e-06
   2.85791683e-06 -2.03150913e-07]
 [ 6.12631845e-06  1.18175926e-05  1.16406431e-05 ...  2.22054553e-06
   7.47626209e-06 -4.40735912e-06]
 [ 3.08068442e-06  9.77886009e-06  8.73853874e-06 ...  1.77355468e-06
   6.35071850e-06 -3.16548252e-06]
 ...
 [ 4.05616331e-06 -3.64421153e-06 -8.52578831e-06 ... -4.93895888e-07
  -9.44692612e-06  4.37080336e-06]
 [ 1.51184094e-06 -4.06799030e-06 -1.90573597e-06 ... -1.84838045e-06
  -4.93412256e-06 -7.14465827e-08]
 [ 3.43516326e-06 -6.63965845e-06 -1.00699959e-05 ... -4.93541384e-06
  -6.65554190e-06  2.73289299e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_5,27_POST_5,low,27,POST,5,"[[ 3.50569576e-07 -1.01192832e-06 -1.93615854e-06 ... -3.76266956e-06
  -7.51301870e-08 -1.33337867e-06]
 [ 6.17057180e-06  3.33299816e-07  2.50762999e-07 ... -4.07103109e-06
   5.93718112e-07 -4.90743905e-07]
 [ 3.75557947e-06 -2.38618299e-07 -1.10226953e-06 ... -3.35433960e-06
   4.93034631e-07 -8.22821796e-07]
 ...
 [-1.41548634e-06  6.89240515e-07  7.32526350e-06 ...  7.02340555e-06
  -2.02744627e-06  2.90045595e-06]
 [-3.08018279e-06  3.35709095e-06  4.48665237e-06 ...  7.40237570e-06
   9.40199271e-08  1.78067613e-06]
 [-5.08923590e-07  1.21042359e-06  5.39164305e-06 ...  6.24353933e-06
  -8.04374754e-07  3.13482857e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_6,27_POST_6,low,27,POST,6,"[[ 2.17360401e-06  1.75609589e-06  1.20441103e-06 ... -3.41689634e-06
  -3.43122411e-06 -2.86437701e-08]
 [ 1.71708000e-06  2.93748164e-06 -1.47475636e-06 ... -1.19435968e-05
  -7.43754101e-06 -2.08155036e-06]
 [ 1.58377326e-06  4.06896830e-06 -7.43422359e-08 ... -8.82629299e-06
  -5.89968777e-06 -7.41788685e-07]
 ...
 [-1.39503670e-06 -5.94346952e-06 -2.41755772e-06 ...  5.17778206e-06
   9.06326008e-06 -1.26630032e-06]
 [ 8.37518156e-07 -3.03727031e-06 -2.24116874e-06 ...  8.26326466e-06
   7.82492447e-06  5.06747627e-06]
 [-3.82151961e-06 -2.47614980e-06 -1.20187938e-06 ...  2.94056964e-06
   6.01678085e-06 -3.31764370e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_7,27_POST_7,low,27,POST,7,"[[-3.74382949e-06  1.07626295e-06 -3.04162478e-06 ... -8.36813569e-07
  -1.15777528e-06  4.43123960e-06]
 [-9.39712715e-06 -7.08575439e-06 -1.04015713e-05 ...  1.62057960e-06
  -1.41310108e-06  7.53596401e-06]
 [-6.75468826e-06 -3.64660645e-06 -7.58030081e-06 ...  2.36560524e-07
  -7.50985861e-07  6.99505615e-06]
 ...
 [ 3.30459070e-06 -4.24047184e-06  2.01291776e-06 ...  7.84194410e-07
  -3.43868256e-07 -7.55074930e-06]
 [ 4.96511126e-06 -2.96060658e-06  3.86224580e-06 ...  2.53831148e-06
  -5.51831126e-08 -8.17951298e-06]
 [ 3.94010067e-06 -7.00417757e-07  1.42854655e-06 ... -6.99688137e-07
   2.35712194e-06 -6.28427410e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_8,27_POST_8,low,27,POST,8,"[[-3.35704386e-08  1.70271754e-06  1.74038959e-06 ...  6.17200494e-07
  -2.81940699e-06  4.81064749e-06]
 [ 3.75997472e-06  5.23190451e-06 -6.61413372e-08 ... -5.10366726e-06
  -6.74976492e-06  4.58901972e-07]
 [ 3.43865919e-06  3.21216464e-06 -1.00744158e-07 ... -1.53681174e-07
  -3.33788252e-06  2.75715995e-06]
 ...
 [-3.77746582e-06 -1.38451624e-06 -3.34914923e-08 ... -1.28179872e-06
   4.63304472e-06 -3.44650459e-06]
 [ 9.05019939e-07 -1.28627324e-06 -4.58501244e-06 ...  3.53239202e-06
   6.51320267e-06  1.00938886e-07]
 [-2.69759297e-06 -3.98149443e-06 -3.04079008e-06 ... -5.20493698e-06
   3.76414490e-06 -6.75209618e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_9,27_POST_9,low,27,POST,9,"[[ 1.05569792e-06  3.58219922e-07  1.37937748e-06 ... -1.39749050e-06
  -4.73196411e-06  4.43875045e-07]
 [-2.05260301e-06 -1.88226712e-06 -3.16606760e-06 ... -5.39918518e-06
  -5.38296509e-06 -6.99765027e-07]
 [ 1.06486177e-06  2.30318165e-06 -2.65977651e-07 ... -3.92675352e-06
  -3.26900291e-06  1.71210980e-06]
 ...
 [-2.51687264e-06 -7.41528893e-06 -5.25235271e-06 ...  2.73922396e-06
   4.86619329e-06 -7.26855803e-06]
 [ 2.32576871e-06 -1.09127891e-06  7.31122971e-07 ...  6.10724545e-06
   6.82180166e-06  1.75975347e-06]
 [-3.94532228e-06 -4.74757051e-06 -5.39927626e-06 ...  7.53602445e-07
   6.70377398e-06 -4.36453152e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_10,27_POST_10,low,27,POST,10,"[[-3.70025992e-06 -3.34330010e-06 -2.94489503e-06 ...  4.26537561e-06
   5.50283098e-06 -5.47950685e-07]
 [-8.13500500e-06 -4.25390339e-06 -4.84040880e-06 ...  1.16801844e-05
   9.66934586e-06 -7.28774965e-07]
 [-6.62636662e-06 -4.98608541e-06 -4.79212236e-06 ...  7.49873734e-06
   6.08882809e-06 -2.52583766e-06]
 ...
 [ 7.39401102e-06  8.96415329e-06  1.69837151e-05 ... -2.99352384e-06
  -8.15292645e-06  2.05775946e-07]
 [ 8.54897213e-06  1.07191992e-05  1.08325863e-05 ... -8.37576675e-06
  -1.27616062e-05 -2.90146065e-06]
 [ 5.27225208e-06  5.17687321e-06  1.18630314e-05 ...  1.48547423e-06
  -1.36666822e-06  4.61893845e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_11,27_POST_11,low,27,POST,11,"[[ 9.35685730e-06  5.07638788e-06 -2.73000097e-06 ... -6.20010519e-06
  -1.71383902e-07 -7.58708239e-06]
 [ 1.19418173e-05  7.72043180e-06 -1.89202821e-06 ... -1.58232088e-05
  -5.86395454e-06 -1.40709543e-05]
 [ 8.66337395e-06  5.11724043e-06 -4.42813540e-06 ... -1.24303646e-05
  -5.49622631e-06 -9.75287914e-06]
 ...
 [-9.21395302e-06 -8.00083160e-06  4.52734041e-06 ...  8.61834526e-06
   4.85446119e-06 -1.16240227e-06]
 [-1.57703409e-05 -1.33605394e-05  3.78698540e-06 ...  6.67787170e-06
   1.16351643e-05  4.45053482e-06]
 [-9.41404819e-06 -3.88718009e-06  4.23778772e-06 ...  9.60143852e-06
  -8.82519913e-06  9.75068569e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_12,27_POST_12,low,27,POST,12,"[[-2.11129284e-06 -5.24070323e-07 -7.79387999e-06 ... -5.69214153e-06
   5.03473222e-07  4.76383543e-06]
 [-5.76045990e-06 -1.15454464e-05 -1.47156706e-05 ... -2.20340462e-05
  -4.77811575e-06  2.68730664e-06]
 [-5.06184769e-06 -8.07648182e-06 -1.15728178e-05 ... -1.81850719e-05
  -3.77216768e-06  2.77187014e-06]
 ...
 [ 7.04342937e-06  1.82323486e-07  6.51792336e-06 ...  1.73863068e-05
   7.05896139e-06  2.31472492e-06]
 [ 5.61648464e-06  5.93739986e-06  8.05353451e-06 ...  8.78919601e-06
  -4.46109861e-07 -5.19924688e-06]
 [ 8.08376670e-07 -5.81137323e-06  7.41711140e-06 ...  7.28449535e-06
  -2.69869375e-06 -8.62559223e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_13,27_POST_13,low,27,POST,13,"[[ 3.28482890e-06  1.09278316e-05  4.38277817e-06 ... -1.52861392e-06
   4.02482748e-06  1.99768275e-07]
 [ 4.72560358e-06  1.49875784e-05  1.23946362e-05 ... -1.36408739e-05
  -9.63246632e-06 -1.05518150e-05]
 [ 3.44795585e-06  1.26516399e-05  9.23856831e-06 ... -1.08561201e-05
  -8.02240944e-06 -5.53844881e-06]
 ...
 [-2.15659261e-06 -1.14036741e-05 -1.60699940e-05 ...  8.97356701e-06
   1.26306200e-05  7.73569822e-07]
 [-1.90316987e-06 -1.32533007e-05 -1.34692907e-05 ...  1.18007545e-05
   1.65507710e-06 -4.75408316e-06]
 [-7.79703283e-06 -1.81642208e-05 -8.99422932e-06 ...  8.18164825e-06
   8.17536449e-06  1.16115799e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
27_POST_14,27_POST_14,low,27,POST,14,"[[-3.14293814e-06  3.35482812e-06 -5.43868876e-06 ...  2.86597520e-07
  -2.29925171e-07  4.24740887e-06]
 [-5.52413464e-06 -2.86178041e-06 -1.14068670e-05 ...  1.26045251e-06
   7.42258692e-06  1.06233578e-05]
 [-4.76818323e-06  9.05940652e-07 -1.07417040e-05 ...  1.35462260e-06
   6.32478666e-06  8.28208637e-06]
 ...
 [ 1.12548542e-06 -1.10999451e-05  1.40805836e-05 ... -2.26956630e-06
  -7.50264597e-06 -8.02717972e-06]
 [ 4.62557650e-06 -3.10283637e-06  1.45003433e-05 ... -9.02534127e-07
  -3.45054507e-06 -4.22959328e-06]
 [ 3.32125354e-06 -8.34284496e-06  1.10118294e-05 ... -2.85231566e-06
  -3.32941127e-06 -5.75186729e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
