Group,Condition,Subject_i,Subject_j,Window_i,Window_j,Distance,Subject_ij
low,IND2,29,17,9,9,6.448722423713023,"('29', '17')"
low,IND2,29,18,9,9,10.819317848978814,"('29', '18')"
low,IND2,29,19,9,9,9.904748152645299,"('29', '19')"
low,IND2,29,20,9,9,8.134324336133714,"('29', '20')"
low,IND2,29,21,9,9,7.1719318373174445,"('29', '21')"
low,IND2,29,22,9,9,8.042352493865128,"('29', '22')"
low,IND2,29,23,9,9,7.739268066865376,"('29', '23')"
low,IND2,29,24,9,9,7.81874451205112,"('29', '24')"
low,IND2,29,25,9,9,7.432863210095819,"('29', '25')"
low,IND2,29,26,9,9,9.375051646074523,"('29', '26')"
low,IND2,29,27,9,9,8.642266325795696,"('29', '27')"
low,IND2,29,28,9,9,8.164919767664868,"('29', '28')"
low,IND2,29,29,9,9,0.0,"('29', '29')"
low,IND2,29,30,9,9,7.285243841253125,"('29', '30')"
low,IND2,29,31,9,9,7.905315348982706,"('29', '31')"
low,IND2,29,17,10,10,6.240638807329254,"('29', '17')"
low,IND2,29,18,10,10,12.35446586732825,"('29', '18')"
low,IND2,29,19,10,10,10.46111729037644,"('29', '19')"
low,IND2,29,20,10,10,8.16661344559459,"('29', '20')"
low,IND2,29,21,10,10,8.976067130615734,"('29', '21')"
low,IND2,29,22,10,10,10.819309165749255,"('29', '22')"
low,IND2,29,23,10,10,10.351789302753344,"('29', '23')"
low,IND2,29,24,10,10,8.99983252447894,"('29', '24')"
low,IND2,29,25,10,10,8.51343032818143,"('29', '25')"
low,IND2,29,26,10,10,11.112635041439313,"('29', '26')"
low,IND2,29,27,10,10,11.105165231859687,"('29', '27')"
low,IND2,29,28,10,10,10.89510539465654,"('29', '28')"
low,IND2,29,29,10,10,0.0,"('29', '29')"
low,IND2,29,30,10,10,6.590321151925607,"('29', '30')"
low,IND2,29,31,10,10,5.879304204128869,"('29', '31')"
low,IND2,29,17,11,11,7.775660037909234,"('29', '17')"
low,IND2,29,18,11,11,11.925421127403304,"('29', '18')"
low,IND2,29,19,11,11,10.28982181931376,"('29', '19')"
low,IND2,29,20,11,11,7.241739701484506,"('29', '20')"
low,IND2,29,21,11,11,7.053788768578171,"('29', '21')"
low,IND2,29,22,11,11,8.852629299394398,"('29', '22')"
low,IND2,29,23,11,11,9.030334444060369,"('29', '23')"
low,IND2,29,24,11,11,8.190715546701274,"('29', '24')"
low,IND2,29,25,11,11,8.107588540001137,"('29', '25')"
low,IND2,29,26,11,11,8.322454546531285,"('29', '26')"
low,IND2,29,27,11,11,9.855572720715305,"('29', '27')"
low,IND2,29,28,11,11,8.927415647697103,"('29', '28')"
low,IND2,29,29,11,11,0.0,"('29', '29')"
low,IND2,29,30,11,11,8.059059604439307,"('29', '30')"
low,IND2,29,31,11,11,9.123164168832751,"('29', '31')"
low,IND2,29,17,12,12,9.435568358086204,"('29', '17')"
low,IND2,29,18,12,12,11.82737505441732,"('29', '18')"
low,IND2,29,19,12,12,10.780701405815552,"('29', '19')"
low,IND2,29,20,12,12,8.75273466642389,"('29', '20')"
low,IND2,29,21,12,12,8.598154184133827,"('29', '21')"
low,IND2,29,22,12,12,9.236415305715811,"('29', '22')"
low,IND2,29,23,12,12,8.46573497313618,"('29', '23')"
low,IND2,29,24,12,12,9.444971287467997,"('29', '24')"
low,IND2,29,25,12,12,9.51212814572862,"('29', '25')"
low,IND2,29,26,12,12,9.826669787069648,"('29', '26')"
low,IND2,29,27,12,12,10.285413086173753,"('29', '27')"
low,IND2,29,28,12,12,9.687479835425265,"('29', '28')"
low,IND2,29,29,12,12,0.0,"('29', '29')"
low,IND2,29,30,12,12,9.263973059770885,"('29', '30')"
low,IND2,29,31,12,12,10.979449505280007,"('29', '31')"
low,IND2,29,17,13,13,9.504003384572755,"('29', '17')"
low,IND2,29,18,13,13,10.910122160829236,"('29', '18')"
low,IND2,29,19,13,13,11.041309493855257,"('29', '19')"
low,IND2,29,20,13,13,8.419410147751865,"('29', '20')"
low,IND2,29,21,13,13,8.740370582812892,"('29', '21')"
low,IND2,29,22,13,13,9.719000620788039,"('29', '22')"
low,IND2,29,23,13,13,9.772979484468514,"('29', '23')"
low,IND2,29,24,13,13,9.442201842429574,"('29', '24')"
low,IND2,29,25,13,13,8.5557828184684,"('29', '25')"
low,IND2,29,26,13,13,9.996681876524002,"('29', '26')"
low,IND2,29,27,13,13,10.442964777943853,"('29', '27')"
low,IND2,29,28,13,13,9.550725977212835,"('29', '28')"
low,IND2,29,29,13,13,0.0,"('29', '29')"
low,IND2,29,30,13,13,9.296943839059608,"('29', '30')"
low,IND2,29,31,13,13,11.15569741961953,"('29', '31')"
low,IND2,29,17,14,14,5.163600305504048,"('29', '17')"
low,IND2,29,18,14,14,12.590044825908048,"('29', '18')"
low,IND2,29,19,14,14,11.388403381735735,"('29', '19')"
low,IND2,29,20,14,14,8.734207040962302,"('29', '20')"
low,IND2,29,21,14,14,8.434582016180052,"('29', '21')"
low,IND2,29,22,14,14,10.506010893117686,"('29', '22')"
low,IND2,29,23,14,14,10.538402394359714,"('29', '23')"
low,IND2,29,24,14,14,8.768007931432825,"('29', '24')"
low,IND2,29,25,14,14,7.071790260913867,"('29', '25')"
low,IND2,29,26,14,14,11.336182979607685,"('29', '26')"
low,IND2,29,27,14,14,11.160259139650073,"('29', '27')"
low,IND2,29,28,14,14,10.550929202833514,"('29', '28')"
low,IND2,29,29,14,14,0.0,"('29', '29')"
low,IND2,29,30,14,14,8.355259666678489,"('29', '30')"
low,IND2,29,31,14,14,9.645683623599394,"('29', '31')"
low,IND2,29,17,15,15,8.799193939570108,"('29', '17')"
low,IND2,29,18,15,15,11.269183582098618,"('29', '18')"
low,IND2,29,19,15,15,11.383161892646564,"('29', '19')"
low,IND2,29,20,15,15,7.342426847870498,"('29', '20')"
low,IND2,29,21,15,15,8.465441969487044,"('29', '21')"
low,IND2,29,22,15,15,8.661396672720574,"('29', '22')"
low,IND2,29,23,15,15,8.665574742800876,"('29', '23')"
low,IND2,29,24,15,15,9.42208803380913,"('29', '24')"
low,IND2,29,25,15,15,8.222073782793279,"('29', '25')"
low,IND2,29,26,15,15,8.73418286821043,"('29', '26')"
low,IND2,29,27,15,15,9.870075135487355,"('29', '27')"
low,IND2,29,28,15,15,8.826972164564987,"('29', '28')"
low,IND2,29,29,15,15,0.0,"('29', '29')"
low,IND2,29,30,15,15,9.933237235662979,"('29', '30')"
low,IND2,29,31,15,15,11.018342302473075,"('29', '31')"
low,IND2,29,17,16,16,9.894896840954472,"('29', '17')"
low,IND2,29,18,16,16,11.787356281804021,"('29', '18')"
low,IND2,29,19,16,16,7.32845296811566,"('29', '19')"
low,IND2,29,20,16,16,8.564926528353148,"('29', '20')"
low,IND2,29,21,16,16,8.871675561028104,"('29', '21')"
low,IND2,29,22,16,16,9.170609951394008,"('29', '22')"
low,IND2,29,23,16,16,8.916861584335262,"('29', '23')"
low,IND2,29,24,16,16,8.905195984609145,"('29', '24')"
low,IND2,29,25,16,16,8.152793999965978,"('29', '25')"
low,IND2,29,26,16,16,9.124179498175602,"('29', '26')"
low,IND2,29,27,16,16,10.443301646183667,"('29', '27')"
low,IND2,29,28,16,16,9.391981398348285,"('29', '28')"
low,IND2,29,29,16,16,0.0,"('29', '29')"
low,IND2,29,30,16,16,8.494279398446416,"('29', '30')"
low,IND2,29,31,16,16,9.136837561019618,"('29', '31')"
low,IND2,29,17,17,17,5.969964593353129,"('29', '17')"
low,IND2,29,18,17,17,11.740828125491518,"('29', '18')"
low,IND2,29,19,17,17,9.351655536227918,"('29', '19')"
low,IND2,29,20,17,17,6.35537500097552,"('29', '20')"
low,IND2,29,21,17,17,8.283283377336966,"('29', '21')"
low,IND2,29,22,17,17,9.123959278542113,"('29', '22')"
low,IND2,29,23,17,17,8.690256523884786,"('29', '23')"
low,IND2,29,24,17,17,8.132670026027013,"('29', '24')"
low,IND2,29,25,17,17,6.55390621285505,"('29', '25')"
low,IND2,29,26,17,17,9.922191629360638,"('29', '26')"
low,IND2,29,27,17,17,9.914479200472487,"('29', '27')"
low,IND2,29,28,17,17,8.535099548118144,"('29', '28')"
low,IND2,29,29,17,17,0.0,"('29', '29')"
low,IND2,29,30,17,17,7.350788366786,"('29', '30')"
low,IND2,29,31,17,17,8.657565071816618,"('29', '31')"
low,IND2,30,17,0,0,8.17225046569466,"('30', '17')"
low,IND2,30,18,0,0,9.84084263065469,"('30', '18')"
low,IND2,30,19,0,0,11.804031907158782,"('30', '19')"
low,IND2,30,20,0,0,6.687069785765311,"('30', '20')"
low,IND2,30,21,0,0,6.3307183169488015,"('30', '21')"
low,IND2,30,22,0,0,8.954152593309436,"('30', '22')"
low,IND2,30,23,0,0,9.535719163036983,"('30', '23')"
low,IND2,30,24,0,0,8.813376762460752,"('30', '24')"
low,IND2,30,25,0,0,7.452413402337863,"('30', '25')"
low,IND2,30,26,0,0,9.703077456810536,"('30', '26')"
low,IND2,30,27,0,0,8.97625694330649,"('30', '27')"
low,IND2,30,28,0,0,7.572474683970969,"('30', '28')"
low,IND2,30,29,0,0,9.03022050356274,"('30', '29')"
low,IND2,30,30,0,0,0.0,"('30', '30')"
low,IND2,30,31,0,0,8.722052753821716,"('30', '31')"
low,IND2,30,17,1,1,9.050921227612495,"('30', '17')"
low,IND2,30,18,1,1,8.626417271312587,"('30', '18')"
low,IND2,30,19,1,1,11.794703342725931,"('30', '19')"
low,IND2,30,20,1,1,7.710917858554446,"('30', '20')"
low,IND2,30,21,1,1,7.256332414627227,"('30', '21')"
low,IND2,30,22,1,1,8.797389722211763,"('30', '22')"
low,IND2,30,23,1,1,8.385411199545246,"('30', '23')"
low,IND2,30,24,1,1,8.13510108445129,"('30', '24')"
low,IND2,30,25,1,1,6.581341582821846,"('30', '25')"
low,IND2,30,26,1,1,8.555207298636432,"('30', '26')"
low,IND2,30,27,1,1,8.41396275773206,"('30', '27')"
low,IND2,30,28,1,1,7.494575021957429,"('30', '28')"
low,IND2,30,29,1,1,8.032081980217063,"('30', '29')"
low,IND2,30,30,1,1,0.0,"('30', '30')"
low,IND2,30,31,1,1,8.44422719337302,"('30', '31')"
low,IND2,30,17,2,2,7.632214136885749,"('30', '17')"
low,IND2,30,18,2,2,10.21583108703662,"('30', '18')"
low,IND2,30,19,2,2,10.468299510985272,"('30', '19')"
low,IND2,30,20,2,2,7.555182237462999,"('30', '20')"
low,IND2,30,21,2,2,7.451299345177975,"('30', '21')"
low,IND2,30,22,2,2,9.073147735609334,"('30', '22')"
low,IND2,30,23,2,2,9.045727335257915,"('30', '23')"
low,IND2,30,24,2,2,7.890960315923156,"('30', '24')"
low,IND2,30,25,2,2,7.712286943650127,"('30', '25')"
low,IND2,30,26,2,2,9.219782105908099,"('30', '26')"
low,IND2,30,27,2,2,9.306123387516303,"('30', '27')"
low,IND2,30,28,2,2,8.549076257758205,"('30', '28')"
low,IND2,30,29,2,2,7.551487056569053,"('30', '29')"
low,IND2,30,30,2,2,0.0,"('30', '30')"
low,IND2,30,31,2,2,7.1560836491609425,"('30', '31')"
low,IND2,30,17,3,3,9.018765087485408,"('30', '17')"
low,IND2,30,18,3,3,9.909562760463572,"('30', '18')"
low,IND2,30,19,3,3,10.221491266087682,"('30', '19')"
low,IND2,30,20,3,3,7.620675154282245,"('30', '20')"
low,IND2,30,21,3,3,7.393364162315181,"('30', '21')"
low,IND2,30,22,3,3,9.547467798150944,"('30', '22')"
low,IND2,30,23,3,3,9.334551340523118,"('30', '23')"
low,IND2,30,24,3,3,8.91980093420748,"('30', '24')"
low,IND2,30,25,3,3,7.517267543458228,"('30', '25')"
low,IND2,30,26,3,3,9.519714922493305,"('30', '26')"
low,IND2,30,27,3,3,9.446062467049657,"('30', '27')"
low,IND2,30,28,3,3,8.056693912875588,"('30', '28')"
low,IND2,30,29,3,3,7.650353998163602,"('30', '29')"
low,IND2,30,30,3,3,0.0,"('30', '30')"
low,IND2,30,31,3,3,8.952294454997462,"('30', '31')"
low,IND2,30,17,4,4,8.52471761304021,"('30', '17')"
low,IND2,30,18,4,4,7.691505762735206,"('30', '18')"
low,IND2,30,19,4,4,11.21535522480389,"('30', '19')"
low,IND2,30,20,4,4,6.719346647450857,"('30', '20')"
low,IND2,30,21,4,4,6.3459534829291915,"('30', '21')"
low,IND2,30,22,4,4,8.531479099527965,"('30', '22')"
low,IND2,30,23,4,4,8.852740300586447,"('30', '23')"
low,IND2,30,24,4,4,8.357443345391763,"('30', '24')"
low,IND2,30,25,4,4,5.583398575269135,"('30', '25')"
low,IND2,30,26,4,4,7.534387372043436,"('30', '26')"
low,IND2,30,27,4,4,8.736850735800308,"('30', '27')"
low,IND2,30,28,4,4,7.21719172933399,"('30', '28')"
low,IND2,30,29,4,4,8.330225238978027,"('30', '29')"
low,IND2,30,30,4,4,0.0,"('30', '30')"
low,IND2,30,31,4,4,7.616333433676641,"('30', '31')"
low,IND2,30,17,5,5,9.60993007287571,"('30', '17')"
low,IND2,30,18,5,5,9.663800902823635,"('30', '18')"
low,IND2,30,19,5,5,11.054544062732258,"('30', '19')"
low,IND2,30,20,5,5,9.167944127496675,"('30', '20')"
low,IND2,30,21,5,5,8.050440238001684,"('30', '21')"
low,IND2,30,22,5,5,10.513365917902332,"('30', '22')"
low,IND2,30,23,5,5,10.009688000628934,"('30', '23')"
low,IND2,30,24,5,5,9.232328536139663,"('30', '24')"
low,IND2,30,25,5,5,7.507016167187977,"('30', '25')"
low,IND2,30,26,5,5,10.496920999481999,"('30', '26')"
low,IND2,30,27,5,5,10.472575657324658,"('30', '27')"
low,IND2,30,28,5,5,9.859640768922006,"('30', '28')"
low,IND2,30,29,5,5,8.669786035358767,"('30', '29')"
low,IND2,30,30,5,5,0.0,"('30', '30')"
low,IND2,30,31,5,5,8.419193268785888,"('30', '31')"
low,IND2,30,17,6,6,9.423120892289925,"('30', '17')"
low,IND2,30,18,6,6,8.735909682050396,"('30', '18')"
low,IND2,30,19,6,6,10.89083931468051,"('30', '19')"
low,IND2,30,20,6,6,8.279906956851955,"('30', '20')"
low,IND2,30,21,6,6,6.745172483213706,"('30', '21')"
low,IND2,30,22,6,6,8.122019076195032,"('30', '22')"
low,IND2,30,23,6,6,9.012056017268328,"('30', '23')"
low,IND2,30,24,6,6,9.266975226535255,"('30', '24')"
low,IND2,30,25,6,6,5.238563629323042,"('30', '25')"
low,IND2,30,26,6,6,9.730258177710553,"('30', '26')"
low,IND2,30,27,6,6,8.79181532414671,"('30', '27')"
low,IND2,30,28,6,6,7.808830517699071,"('30', '28')"
low,IND2,30,29,6,6,8.761806207311386,"('30', '29')"
low,IND2,30,30,6,6,0.0,"('30', '30')"
low,IND2,30,31,6,6,8.664174726234759,"('30', '31')"
low,IND2,30,17,7,7,8.075085379620335,"('30', '17')"
low,IND2,30,18,7,7,7.763579539035029,"('30', '18')"
low,IND2,30,19,7,7,10.923865009130214,"('30', '19')"
low,IND2,30,20,7,7,7.4545109292827885,"('30', '20')"
low,IND2,30,21,7,7,5.950037755444714,"('30', '21')"
low,IND2,30,22,7,7,8.32468236442071,"('30', '22')"
low,IND2,30,23,7,7,7.851293489262176,"('30', '23')"
low,IND2,30,24,7,7,9.075421958839565,"('30', '24')"
low,IND2,30,25,7,7,5.95809342099,"('30', '25')"
low,IND2,30,26,7,7,8.012849569133522,"('30', '26')"
low,IND2,30,27,7,7,8.242393492918417,"('30', '27')"
low,IND2,30,28,7,7,6.336627883384982,"('30', '28')"
low,IND2,30,29,7,7,8.339226397766081,"('30', '29')"
low,IND2,30,30,7,7,0.0,"('30', '30')"
low,IND2,30,31,7,7,8.27315487569661,"('30', '31')"
low,IND2,30,17,8,8,8.157160488189417,"('30', '17')"
low,IND2,30,18,8,8,8.879358611872384,"('30', '18')"
low,IND2,30,19,8,8,9.354012806631676,"('30', '19')"
low,IND2,30,20,8,8,7.765138296363701,"('30', '20')"
low,IND2,30,21,8,8,5.858478270736121,"('30', '21')"
low,IND2,30,22,8,8,8.476896456961352,"('30', '22')"
low,IND2,30,23,8,8,8.442982828679648,"('30', '23')"
low,IND2,30,24,8,8,8.564529685176446,"('30', '24')"
low,IND2,30,25,8,8,5.845613968975734,"('30', '25')"
low,IND2,30,26,8,8,8.58821617201505,"('30', '26')"
low,IND2,30,27,8,8,8.620102012630198,"('30', '27')"
low,IND2,30,28,8,8,7.790785149119084,"('30', '28')"
low,IND2,30,29,8,8,7.046417710434948,"('30', '29')"
low,IND2,30,30,8,8,0.0,"('30', '30')"
low,IND2,30,31,8,8,10.567837567131612,"('30', '31')"
low,IND2,30,17,9,9,8.29980666789773,"('30', '17')"
low,IND2,30,18,9,9,8.555938254477967,"('30', '18')"
low,IND2,30,19,9,9,9.583215143024303,"('30', '19')"
low,IND2,30,20,9,9,7.246043881878646,"('30', '20')"
low,IND2,30,21,9,9,6.234080864999844,"('30', '21')"
low,IND2,30,22,9,9,9.116115654111258,"('30', '22')"
low,IND2,30,23,9,9,8.932992671298082,"('30', '23')"
low,IND2,30,24,9,9,8.079493933817288,"('30', '24')"
low,IND2,30,25,9,9,5.960313048583991,"('30', '25')"
low,IND2,30,26,9,9,9.393756348924615,"('30', '26')"
low,IND2,30,27,9,9,9.663587812527355,"('30', '27')"
low,IND2,30,28,9,9,8.803012225541131,"('30', '28')"
low,IND2,30,29,9,9,7.285243841253125,"('30', '29')"
low,IND2,30,30,9,9,0.0,"('30', '30')"
low,IND2,30,31,9,9,6.750321942066882,"('30', '31')"
low,IND2,30,17,10,10,7.2999106472112905,"('30', '17')"
low,IND2,30,18,10,10,8.482364062355686,"('30', '18')"
low,IND2,30,19,10,10,10.143555426050797,"('30', '19')"
low,IND2,30,20,10,10,6.974662171295136,"('30', '20')"
low,IND2,30,21,10,10,6.654538141211036,"('30', '21')"
low,IND2,30,22,10,10,8.734072647268372,"('30', '22')"
low,IND2,30,23,10,10,8.528926664876144,"('30', '23')"
low,IND2,30,24,10,10,8.418663743314472,"('30', '24')"
low,IND2,30,25,10,10,7.099341327951866,"('30', '25')"
low,IND2,30,26,10,10,8.952625312779142,"('30', '26')"
low,IND2,30,27,10,10,8.445900897582122,"('30', '27')"
low,IND2,30,28,10,10,9.093850941084424,"('30', '28')"
low,IND2,30,29,10,10,6.590321151925607,"('30', '29')"
low,IND2,30,30,10,10,0.0,"('30', '30')"
low,IND2,30,31,10,10,7.075351315330892,"('30', '31')"
low,IND2,30,17,11,11,9.900115205192789,"('30', '17')"
low,IND2,30,18,11,11,9.82310474018406,"('30', '18')"
low,IND2,30,19,11,11,11.271838156437289,"('30', '19')"
low,IND2,30,20,11,11,8.210899348830395,"('30', '20')"
low,IND2,30,21,11,11,7.663305508165915,"('30', '21')"
low,IND2,30,22,11,11,9.445018195165536,"('30', '22')"
low,IND2,30,23,11,11,10.38912178619707,"('30', '23')"
low,IND2,30,24,11,11,8.998314127866877,"('30', '24')"
low,IND2,30,25,11,11,7.812133484982106,"('30', '25')"
low,IND2,30,26,11,11,9.187532853313565,"('30', '26')"
low,IND2,30,27,11,11,9.88153394656213,"('30', '27')"
low,IND2,30,28,11,11,9.25179000218232,"('30', '28')"
low,IND2,30,29,11,11,8.059059604439307,"('30', '29')"
low,IND2,30,30,11,11,0.0,"('30', '30')"
low,IND2,30,31,11,11,10.771182241922412,"('30', '31')"
low,IND2,30,17,12,12,8.401229339420418,"('30', '17')"
low,IND2,30,18,12,12,10.206805223420393,"('30', '18')"
low,IND2,30,19,12,12,11.989013111607141,"('30', '19')"
low,IND2,30,20,12,12,7.674936292323647,"('30', '20')"
low,IND2,30,21,12,12,7.278893645711031,"('30', '21')"
low,IND2,30,22,12,12,9.922741004475483,"('30', '22')"
low,IND2,30,23,12,12,9.761793828812944,"('30', '23')"
low,IND2,30,24,12,12,8.679436884808673,"('30', '24')"
low,IND2,30,25,12,12,8.407689417485377,"('30', '25')"
low,IND2,30,26,12,12,10.265770722904534,"('30', '26')"
low,IND2,30,27,12,12,10.631988046362364,"('30', '27')"
low,IND2,30,28,12,12,9.385931045555632,"('30', '28')"
low,IND2,30,29,12,12,9.263973059770885,"('30', '29')"
low,IND2,30,30,12,12,0.0,"('30', '30')"
low,IND2,30,31,12,12,9.737170817007629,"('30', '31')"
low,IND2,30,17,13,13,10.899764301544225,"('30', '17')"
low,IND2,30,18,13,13,6.950763819557823,"('30', '18')"
low,IND2,30,19,13,13,10.382346748222819,"('30', '19')"
low,IND2,30,20,13,13,7.770693981623772,"('30', '20')"
low,IND2,30,21,13,13,7.069335548883004,"('30', '21')"
low,IND2,30,22,13,13,7.507977553146723,"('30', '22')"
low,IND2,30,23,13,13,8.889277607564859,"('30', '23')"
low,IND2,30,24,13,13,8.761956347315552,"('30', '24')"
low,IND2,30,25,13,13,7.483082599569668,"('30', '25')"
low,IND2,30,26,13,13,8.737504284455694,"('30', '26')"
low,IND2,30,27,13,13,8.866198784880968,"('30', '27')"
low,IND2,30,28,13,13,8.306595769842149,"('30', '28')"
low,IND2,30,29,13,13,9.296943839059608,"('30', '29')"
low,IND2,30,30,13,13,0.0,"('30', '30')"
low,IND2,30,31,13,13,9.776445815690304,"('30', '31')"
low,IND2,30,17,14,14,8.528380713458619,"('30', '17')"
low,IND2,30,18,14,14,8.062734962048461,"('30', '18')"
low,IND2,30,19,14,14,12.037620940807745,"('30', '19')"
low,IND2,30,20,14,14,8.769555302678663,"('30', '20')"
low,IND2,30,21,14,14,6.884447656598209,"('30', '21')"
low,IND2,30,22,14,14,8.0499147746947,"('30', '22')"
low,IND2,30,23,14,14,8.875498667223528,"('30', '23')"
low,IND2,30,24,14,14,8.940232238777426,"('30', '24')"
low,IND2,30,25,14,14,5.6145383207610475,"('30', '25')"
low,IND2,30,26,14,14,9.613072335087262,"('30', '26')"
low,IND2,30,27,14,14,8.761278766125114,"('30', '27')"
low,IND2,30,28,14,14,7.842322460654614,"('30', '28')"
low,IND2,30,29,14,14,8.355259666678489,"('30', '29')"
low,IND2,30,30,14,14,0.0,"('30', '30')"
low,IND2,30,31,14,14,8.345548134500692,"('30', '31')"
low,IND2,30,17,15,15,9.036963086527992,"('30', '17')"
low,IND2,30,18,15,15,10.069777682180524,"('30', '18')"
low,IND2,30,19,15,15,11.518649234338566,"('30', '19')"
low,IND2,30,20,15,15,7.852721609601273,"('30', '20')"
low,IND2,30,21,15,15,8.414510517788491,"('30', '21')"
low,IND2,30,22,15,15,9.17236416744388,"('30', '22')"
low,IND2,30,23,15,15,10.435751013765769,"('30', '23')"
low,IND2,30,24,15,15,9.464181533964629,"('30', '24')"
low,IND2,30,25,15,15,7.131335402822105,"('30', '25')"
low,IND2,30,26,15,15,10.428297165758085,"('30', '26')"
low,IND2,30,27,15,15,10.391478461455893,"('30', '27')"
low,IND2,30,28,15,15,9.536910612457604,"('30', '28')"
low,IND2,30,29,15,15,9.933237235662979,"('30', '29')"
low,IND2,30,30,15,15,0.0,"('30', '30')"
low,IND2,30,31,15,15,10.884473072462775,"('30', '31')"
low,IND2,30,17,16,16,10.71221762254071,"('30', '17')"
low,IND2,30,18,16,16,9.167454378566886,"('30', '18')"
low,IND2,30,19,16,16,8.560331145524069,"('30', '19')"
low,IND2,30,20,16,16,6.582568154668868,"('30', '20')"
low,IND2,30,21,16,16,5.869568802087801,"('30', '21')"
low,IND2,30,22,16,16,7.501219354964719,"('30', '22')"
low,IND2,30,23,16,16,7.9175709141774195,"('30', '23')"
low,IND2,30,24,16,16,8.242126357902636,"('30', '24')"
low,IND2,30,25,16,16,7.020515157929089,"('30', '25')"
low,IND2,30,26,16,16,7.776722765671068,"('30', '26')"
low,IND2,30,27,16,16,8.520424696868437,"('30', '27')"
low,IND2,30,28,16,16,6.681782915413372,"('30', '28')"
low,IND2,30,29,16,16,8.494279398446416,"('30', '29')"
low,IND2,30,30,16,16,0.0,"('30', '30')"
low,IND2,30,31,16,16,9.44898393337887,"('30', '31')"
low,IND2,30,17,17,17,9.125273726154086,"('30', '17')"
low,IND2,30,18,17,17,8.574183642716664,"('30', '18')"
low,IND2,30,19,17,17,10.687276789287509,"('30', '19')"
low,IND2,30,20,17,17,8.015801673416556,"('30', '20')"
low,IND2,30,21,17,17,6.984965366646231,"('30', '21')"
low,IND2,30,22,17,17,7.934983582639425,"('30', '22')"
low,IND2,30,23,17,17,8.188587955925183,"('30', '23')"
low,IND2,30,24,17,17,8.391530950481913,"('30', '24')"
low,IND2,30,25,17,17,5.930101851826225,"('30', '25')"
low,IND2,30,26,17,17,8.531032368140332,"('30', '26')"
low,IND2,30,27,17,17,8.075676042730786,"('30', '27')"
low,IND2,30,28,17,17,7.092290119071137,"('30', '28')"
low,IND2,30,29,17,17,7.350788366786,"('30', '29')"
low,IND2,30,30,17,17,0.0,"('30', '30')"
low,IND2,30,31,17,17,9.067095814486914,"('30', '31')"
low,IND2,31,17,0,0,8.310712015777485,"('31', '17')"
low,IND2,31,18,0,0,12.822176206652326,"('31', '18')"
low,IND2,31,19,0,0,11.56983710036029,"('31', '19')"
low,IND2,31,20,0,0,8.096281017680221,"('31', '20')"
low,IND2,31,21,0,0,9.549519887122246,"('31', '21')"
low,IND2,31,22,0,0,12.576342406757318,"('31', '22')"
low,IND2,31,23,0,0,12.777348349642786,"('31', '23')"
low,IND2,31,24,0,0,6.6158236188144635,"('31', '24')"
low,IND2,31,25,0,0,10.44764271957122,"('31', '25')"
low,IND2,31,26,0,0,12.335135042188412,"('31', '26')"
low,IND2,31,27,0,0,12.49535347785216,"('31', '27')"
low,IND2,31,28,0,0,10.930714229121147,"('31', '28')"
low,IND2,31,29,0,0,6.570381093836434,"('31', '29')"
low,IND2,31,30,0,0,8.722052753821716,"('31', '30')"
low,IND2,31,31,0,0,0.0,"('31', '31')"
low,IND2,31,17,1,1,5.079228274152679,"('31', '17')"
low,IND2,31,18,1,1,12.423585433595992,"('31', '18')"
low,IND2,31,19,1,1,10.806218915787378,"('31', '19')"
low,IND2,31,20,1,1,6.314904548093358,"('31', '20')"
low,IND2,31,21,1,1,9.443318690524812,"('31', '21')"
low,IND2,31,22,1,1,11.993831117247066,"('31', '22')"
low,IND2,31,23,1,1,11.537059466471517,"('31', '23')"
low,IND2,31,24,1,1,7.408482138239571,"('31', '24')"
low,IND2,31,25,1,1,7.3697457194769385,"('31', '25')"
low,IND2,31,26,1,1,10.984562687094167,"('31', '26')"
low,IND2,31,27,1,1,12.167154197956311,"('31', '27')"
low,IND2,31,28,1,1,10.881278236890703,"('31', '28')"
low,IND2,31,29,1,1,6.466586814590649,"('31', '29')"
low,IND2,31,30,1,1,8.44422719337302,"('31', '30')"
low,IND2,31,31,1,1,0.0,"('31', '31')"
low,IND2,31,17,2,2,6.403950453198114,"('31', '17')"
low,IND2,31,18,2,2,12.124959571356031,"('31', '18')"
low,IND2,31,19,2,2,10.648958476340006,"('31', '19')"
low,IND2,31,20,2,2,7.1914983667902375,"('31', '20')"
low,IND2,31,21,2,2,9.178847158552008,"('31', '21')"
low,IND2,31,22,2,2,11.30691478468691,"('31', '22')"
low,IND2,31,23,2,2,10.892345015619505,"('31', '23')"
low,IND2,31,24,2,2,7.343334068063899,"('31', '24')"
low,IND2,31,25,2,2,9.618885847679467,"('31', '25')"
low,IND2,31,26,2,2,11.028171399149052,"('31', '26')"
low,IND2,31,27,2,2,11.532857261273248,"('31', '27')"
low,IND2,31,28,2,2,10.12976019450533,"('31', '28')"
low,IND2,31,29,2,2,7.466671337374909,"('31', '29')"
low,IND2,31,30,2,2,7.1560836491609425,"('31', '30')"
low,IND2,31,31,2,2,0.0,"('31', '31')"
low,IND2,31,17,3,3,9.430787829307459,"('31', '17')"
low,IND2,31,18,3,3,12.266890052883541,"('31', '18')"
low,IND2,31,19,3,3,10.249465555257785,"('31', '19')"
