Group,Condition,Subject_i,Subject_j,Window_i,Window_j,Distance,Subject_ij
high,ROE,14,02,9,9,9.487511610483532,"('14', '02')"
high,ROE,14,03,9,9,9.487940730494541,"('14', '03')"
high,ROE,14,04,9,9,9.967031637112218,"('14', '04')"
high,ROE,14,05,9,9,10.681703087596757,"('14', '05')"
high,ROE,14,06,9,9,8.986379108806378,"('14', '06')"
high,ROE,14,07,9,9,9.909532678772127,"('14', '07')"
high,ROE,14,08,9,9,8.641623234889888,"('14', '08')"
high,ROE,14,09,9,9,7.901480081659503,"('14', '09')"
high,ROE,14,10,9,9,10.372300236508464,"('14', '10')"
high,ROE,14,11,9,9,10.133412429707068,"('14', '11')"
high,ROE,14,13,9,9,9.272036101815916,"('14', '13')"
high,ROE,14,14,9,9,0.0,"('14', '14')"
high,ROE,14,15,9,9,9.741797924437925,"('14', '15')"
high,ROE,14,16,9,9,10.636679820403602,"('14', '16')"
high,ROE,14,01,10,10,9.529091625521191,"('14', '01')"
high,ROE,14,02,10,10,8.588000326399815,"('14', '02')"
high,ROE,14,03,10,10,8.555745002947397,"('14', '03')"
high,ROE,14,04,10,10,8.76814562046684,"('14', '04')"
high,ROE,14,05,10,10,8.17403319640918,"('14', '05')"
high,ROE,14,06,10,10,7.556130572926333,"('14', '06')"
high,ROE,14,07,10,10,8.870613170181278,"('14', '07')"
high,ROE,14,08,10,10,7.410025978595298,"('14', '08')"
high,ROE,14,09,10,10,8.430058842200914,"('14', '09')"
high,ROE,14,10,10,10,9.750048970051173,"('14', '10')"
high,ROE,14,11,10,10,8.868430854233097,"('14', '11')"
high,ROE,14,13,10,10,8.136073247479219,"('14', '13')"
high,ROE,14,14,10,10,0.0,"('14', '14')"
high,ROE,14,15,10,10,8.082280684063399,"('14', '15')"
high,ROE,14,16,10,10,10.024762608600772,"('14', '16')"
high,ROE,14,01,11,11,9.440407171632947,"('14', '01')"
high,ROE,14,02,11,11,7.737461121921815,"('14', '02')"
high,ROE,14,03,11,11,8.391950266093737,"('14', '03')"
high,ROE,14,04,11,11,9.1314077220766,"('14', '04')"
high,ROE,14,05,11,11,8.406301920089794,"('14', '05')"
high,ROE,14,06,11,11,7.269165659837919,"('14', '06')"
high,ROE,14,07,11,11,8.292965164882073,"('14', '07')"
high,ROE,14,08,11,11,8.118072630943956,"('14', '08')"
high,ROE,14,09,11,11,7.2662298021293195,"('14', '09')"
high,ROE,14,10,11,11,9.601203306008827,"('14', '10')"
high,ROE,14,11,11,11,8.990996414154797,"('14', '11')"
high,ROE,14,13,11,11,8.792360803477186,"('14', '13')"
high,ROE,14,14,11,11,0.0,"('14', '14')"
high,ROE,14,15,11,11,8.777819412094539,"('14', '15')"
high,ROE,14,16,11,11,11.558938037778937,"('14', '16')"
high,ROE,14,01,12,12,10.091406191745254,"('14', '01')"
high,ROE,14,02,12,12,8.097822749300326,"('14', '02')"
high,ROE,14,03,12,12,8.624850322869094,"('14', '03')"
high,ROE,14,04,12,12,10.185809108744756,"('14', '04')"
high,ROE,14,05,12,12,8.437660605055672,"('14', '05')"
high,ROE,14,06,12,12,7.265545345517577,"('14', '06')"
high,ROE,14,07,12,12,8.510347806295828,"('14', '07')"
high,ROE,14,08,12,12,8.279629773689058,"('14', '08')"
high,ROE,14,09,12,12,7.898042662248538,"('14', '09')"
high,ROE,14,10,12,12,9.562813905438965,"('14', '10')"
high,ROE,14,11,12,12,9.396457481776011,"('14', '11')"
high,ROE,14,13,12,12,8.660502583421033,"('14', '13')"
high,ROE,14,14,12,12,0.0,"('14', '14')"
high,ROE,14,15,12,12,8.875496284222681,"('14', '15')"
high,ROE,14,16,12,12,9.309555003584135,"('14', '16')"
high,ROE,14,01,13,13,10.756065142363719,"('14', '01')"
high,ROE,14,02,13,13,8.082654264328378,"('14', '02')"
high,ROE,14,03,13,13,9.282687055194257,"('14', '03')"
high,ROE,14,04,13,13,11.295363291099514,"('14', '04')"
high,ROE,14,05,13,13,8.967285587460358,"('14', '05')"
high,ROE,14,06,13,13,8.233129677760905,"('14', '06')"
high,ROE,14,07,13,13,8.570092333081888,"('14', '07')"
high,ROE,14,08,13,13,9.435947461620046,"('14', '08')"
high,ROE,14,09,13,13,8.231219274069947,"('14', '09')"
high,ROE,14,10,13,13,10.414055461147365,"('14', '10')"
high,ROE,14,11,13,13,10.265320886737335,"('14', '11')"
high,ROE,14,13,13,13,10.175811313112607,"('14', '13')"
high,ROE,14,14,13,13,0.0,"('14', '14')"
high,ROE,14,15,13,13,10.618939169088184,"('14', '15')"
high,ROE,14,16,13,13,10.549216946467519,"('14', '16')"
high,ROE,14,01,14,14,10.38801050213565,"('14', '01')"
high,ROE,14,02,14,14,8.432288207726254,"('14', '02')"
high,ROE,14,03,14,14,10.190923874944707,"('14', '03')"
high,ROE,14,04,14,14,9.386084670584681,"('14', '04')"
high,ROE,14,05,14,14,8.720437277953172,"('14', '05')"
high,ROE,14,06,14,14,9.088378305557727,"('14', '06')"
high,ROE,14,07,14,14,9.956644566842444,"('14', '07')"
high,ROE,14,08,14,14,9.868331336217468,"('14', '08')"
high,ROE,14,09,14,14,9.37757808599709,"('14', '09')"
high,ROE,14,10,14,14,11.661773574511493,"('14', '10')"
high,ROE,14,11,14,14,11.836203890671998,"('14', '11')"
high,ROE,14,13,14,14,10.813942431879571,"('14', '13')"
high,ROE,14,14,14,14,0.0,"('14', '14')"
high,ROE,14,15,14,14,10.244549142924665,"('14', '15')"
high,ROE,14,16,14,14,12.865634219307879,"('14', '16')"
high,ROE,14,01,15,15,10.173379761898808,"('14', '01')"
high,ROE,14,02,15,15,8.396223638987014,"('14', '02')"
high,ROE,14,03,15,15,8.626389540119828,"('14', '03')"
high,ROE,14,04,15,15,9.306654628498748,"('14', '04')"
high,ROE,14,05,15,15,9.85158138405151,"('14', '05')"
high,ROE,14,06,15,15,7.484965586647061,"('14', '06')"
high,ROE,14,07,15,15,9.090425166512208,"('14', '07')"
high,ROE,14,08,15,15,9.09439066966287,"('14', '08')"
high,ROE,14,09,15,15,7.068747755529176,"('14', '09')"
high,ROE,14,10,15,15,11.214671810611723,"('14', '10')"
high,ROE,14,11,15,15,9.514683329459189,"('14', '11')"
high,ROE,14,13,15,15,9.01284008293655,"('14', '13')"
high,ROE,14,14,15,15,0.0,"('14', '14')"
high,ROE,14,15,15,15,8.787324381935434,"('14', '15')"
high,ROE,14,16,15,15,8.947337187921304,"('14', '16')"
high,ROE,14,01,16,16,10.103783077708046,"('14', '01')"
high,ROE,14,02,16,16,7.550685747975882,"('14', '02')"
high,ROE,14,03,16,16,7.942768022518354,"('14', '03')"
high,ROE,14,04,16,16,8.880159985849248,"('14', '04')"
high,ROE,14,05,16,16,7.977205403307806,"('14', '05')"
high,ROE,14,06,16,16,7.982548208223161,"('14', '06')"
high,ROE,14,07,16,16,9.462251844462575,"('14', '07')"
high,ROE,14,08,16,16,7.275082853143367,"('14', '08')"
high,ROE,14,09,16,16,7.934180176555933,"('14', '09')"
high,ROE,14,10,16,16,9.934425152910409,"('14', '10')"
high,ROE,14,11,16,16,8.94945455487478,"('14', '11')"
high,ROE,14,13,16,16,8.657691784535125,"('14', '13')"
high,ROE,14,14,16,16,0.0,"('14', '14')"
high,ROE,14,15,16,16,7.996027461673793,"('14', '15')"
high,ROE,14,16,16,16,8.576288102547245,"('14', '16')"
high,ROE,14,01,17,17,8.444908444137434,"('14', '01')"
high,ROE,14,02,17,17,5.437295773830156,"('14', '02')"
high,ROE,14,03,17,17,6.564862562421966,"('14', '03')"
high,ROE,14,04,17,17,9.295116604254122,"('14', '04')"
high,ROE,14,05,17,17,7.305187972767115,"('14', '05')"
high,ROE,14,06,17,17,6.1760540651228935,"('14', '06')"
high,ROE,14,07,17,17,7.985070911547192,"('14', '07')"
high,ROE,14,08,17,17,6.524113995355768,"('14', '08')"
high,ROE,14,09,17,17,5.9864811201383885,"('14', '09')"
high,ROE,14,10,17,17,8.345603895933593,"('14', '10')"
high,ROE,14,11,17,17,8.162075528414354,"('14', '11')"
high,ROE,14,13,17,17,7.097250277256463,"('14', '13')"
high,ROE,14,14,17,17,0.0,"('14', '14')"
high,ROE,14,15,17,17,6.226723965600581,"('14', '15')"
high,ROE,14,16,17,17,8.085287369977452,"('14', '16')"
high,ROE,15,01,0,0,7.614326790435685,"('15', '01')"
high,ROE,15,02,0,0,6.717385146856196,"('15', '02')"
high,ROE,15,03,0,0,3.707976336361145,"('15', '03')"
high,ROE,15,04,0,0,3.5043632273371355,"('15', '04')"
high,ROE,15,05,0,0,7.764103948794838,"('15', '05')"
high,ROE,15,06,0,0,6.533028486156515,"('15', '06')"
high,ROE,15,07,0,0,5.176162789198929,"('15', '07')"
high,ROE,15,08,0,0,7.702325482567903,"('15', '08')"
high,ROE,15,09,0,0,5.100041197543039,"('15', '09')"
high,ROE,15,10,0,0,5.86153655582247,"('15', '10')"
high,ROE,15,11,0,0,7.732347713745313,"('15', '11')"
high,ROE,15,13,0,0,7.002877840601324,"('15', '13')"
high,ROE,15,14,0,0,6.342248559632868,"('15', '14')"
high,ROE,15,15,0,0,0.0,"('15', '15')"
high,ROE,15,16,0,0,6.981972495879936,"('15', '16')"
high,ROE,15,01,1,1,9.382261065134664,"('15', '01')"
high,ROE,15,02,1,1,7.866229908360434,"('15', '02')"
high,ROE,15,03,1,1,5.917747837025243,"('15', '03')"
high,ROE,15,04,1,1,4.2289876135307605,"('15', '04')"
high,ROE,15,05,1,1,8.273219556068362,"('15', '05')"
high,ROE,15,06,1,1,6.564465025116976,"('15', '06')"
high,ROE,15,07,1,1,5.08490601861187,"('15', '07')"
high,ROE,15,08,1,1,8.85875793048889,"('15', '08')"
high,ROE,15,09,1,1,5.3703785436428895,"('15', '09')"
high,ROE,15,10,1,1,5.1334920823985986,"('15', '10')"
high,ROE,15,11,1,1,7.47915415168664,"('15', '11')"
high,ROE,15,13,1,1,7.775800156975385,"('15', '13')"
high,ROE,15,14,1,1,6.726188529019769,"('15', '14')"
high,ROE,15,15,1,1,0.0,"('15', '15')"
high,ROE,15,16,1,1,6.524206571367573,"('15', '16')"
high,ROE,15,01,2,2,8.053682967510454,"('15', '01')"
high,ROE,15,02,2,2,6.278816801622162,"('15', '02')"
high,ROE,15,03,2,2,5.901034210970928,"('15', '03')"
high,ROE,15,04,2,2,7.189602899490166,"('15', '04')"
high,ROE,15,05,2,2,8.452840685197371,"('15', '05')"
high,ROE,15,06,2,2,5.966180406733165,"('15', '06')"
high,ROE,15,07,2,2,5.290918689762733,"('15', '07')"
high,ROE,15,08,2,2,7.668879432314227,"('15', '08')"
high,ROE,15,09,2,2,6.185650474410073,"('15', '09')"
high,ROE,15,10,2,2,5.386002885891952,"('15', '10')"
high,ROE,15,11,2,2,6.950714537790647,"('15', '11')"
high,ROE,15,13,2,2,5.26369042828787,"('15', '13')"
high,ROE,15,14,2,2,9.150283666887244,"('15', '14')"
high,ROE,15,15,2,2,0.0,"('15', '15')"
high,ROE,15,16,2,2,5.678421618327539,"('15', '16')"
high,ROE,15,01,3,3,8.1546976939098,"('15', '01')"
high,ROE,15,02,3,3,7.283515793884323,"('15', '02')"
high,ROE,15,03,3,3,6.519059704712674,"('15', '03')"
high,ROE,15,04,3,3,5.815597421614979,"('15', '04')"
high,ROE,15,05,3,3,9.33192847901751,"('15', '05')"
high,ROE,15,06,3,3,6.378922053743807,"('15', '06')"
high,ROE,15,07,3,3,6.125407601232551,"('15', '07')"
high,ROE,15,08,3,3,8.908632558355848,"('15', '08')"
high,ROE,15,09,3,3,5.594706971145194,"('15', '09')"
high,ROE,15,10,3,3,5.447420115790149,"('15', '10')"
high,ROE,15,11,3,3,8.044558206769509,"('15', '11')"
high,ROE,15,13,3,3,6.447360249909853,"('15', '13')"
high,ROE,15,14,3,3,12.891384634643131,"('15', '14')"
high,ROE,15,15,3,3,0.0,"('15', '15')"
high,ROE,15,16,3,3,5.484497770660567,"('15', '16')"
high,ROE,15,01,4,4,8.082099474525002,"('15', '01')"
high,ROE,15,02,4,4,5.652259024671433,"('15', '02')"
high,ROE,15,03,4,4,4.673377606269275,"('15', '03')"
high,ROE,15,04,4,4,7.0454544807390125,"('15', '04')"
high,ROE,15,05,4,4,6.783201028929205,"('15', '05')"
high,ROE,15,06,4,4,5.380897190916812,"('15', '06')"
high,ROE,15,07,4,4,6.257910558231355,"('15', '07')"
high,ROE,15,08,4,4,7.437023710176089,"('15', '08')"
high,ROE,15,09,4,4,4.830631056831842,"('15', '09')"
high,ROE,15,10,4,4,7.445733092973744,"('15', '10')"
high,ROE,15,11,4,4,7.680850769606263,"('15', '11')"
high,ROE,15,13,4,4,5.239929397738923,"('15', '13')"
high,ROE,15,14,4,4,11.005021571363475,"('15', '14')"
high,ROE,15,15,4,4,0.0,"('15', '15')"
high,ROE,15,16,4,4,6.792859341074629,"('15', '16')"
high,ROE,15,01,5,5,8.533987105600229,"('15', '01')"
high,ROE,15,02,5,5,4.904251729968693,"('15', '02')"
high,ROE,15,03,5,5,4.593085863954766,"('15', '03')"
high,ROE,15,04,5,5,5.703074345951077,"('15', '04')"
high,ROE,15,05,5,5,8.87478145119713,"('15', '05')"
high,ROE,15,06,5,5,5.6259211389021555,"('15', '06')"
high,ROE,15,07,5,5,5.840372758018289,"('15', '07')"
high,ROE,15,08,5,5,7.059957282313066,"('15', '08')"
high,ROE,15,09,5,5,5.328118992135831,"('15', '09')"
high,ROE,15,10,5,5,6.865579410523122,"('15', '10')"
high,ROE,15,11,5,5,8.071486836046933,"('15', '11')"
high,ROE,15,13,5,5,5.512410537809974,"('15', '13')"
high,ROE,15,14,5,5,11.294325937855445,"('15', '14')"
high,ROE,15,15,5,5,0.0,"('15', '15')"
high,ROE,15,16,5,5,7.517087915338495,"('15', '16')"
high,ROE,15,01,6,6,8.735079778139637,"('15', '01')"
high,ROE,15,02,6,6,9.462739875104964,"('15', '02')"
high,ROE,15,03,6,6,5.661759476884943,"('15', '03')"
high,ROE,15,04,6,6,4.054919816506045,"('15', '04')"
high,ROE,15,05,6,6,9.34228643329658,"('15', '05')"
high,ROE,15,06,6,6,6.436087511655344,"('15', '06')"
high,ROE,15,07,6,6,5.796881097345645,"('15', '07')"
high,ROE,15,08,6,6,7.3863625383810465,"('15', '08')"
high,ROE,15,09,6,6,6.954781422565948,"('15', '09')"
high,ROE,15,10,6,6,8.008069529436579,"('15', '10')"
high,ROE,15,11,6,6,10.478673486295904,"('15', '11')"
high,ROE,15,13,6,6,5.567610657970684,"('15', '13')"
high,ROE,15,14,6,6,11.842254094575736,"('15', '14')"
high,ROE,15,15,6,6,0.0,"('15', '15')"
high,ROE,15,16,6,6,6.4630595822948,"('15', '16')"
high,ROE,15,01,7,7,8.402169545055196,"('15', '01')"
high,ROE,15,02,7,7,7.780318063483469,"('15', '02')"
high,ROE,15,03,7,7,5.521465104106746,"('15', '03')"
high,ROE,15,04,7,7,4.334371006085509,"('15', '04')"
high,ROE,15,05,7,7,8.327193784769735,"('15', '05')"
high,ROE,15,06,7,7,6.082448535747264,"('15', '06')"
high,ROE,15,07,7,7,5.097008897680196,"('15', '07')"
high,ROE,15,08,7,7,6.538289734305653,"('15', '08')"
high,ROE,15,09,7,7,5.025270081952529,"('15', '09')"
high,ROE,15,10,7,7,9.261069157336344,"('15', '10')"
high,ROE,15,11,7,7,9.087884681630813,"('15', '11')"
high,ROE,15,13,7,7,5.369674340083505,"('15', '13')"
high,ROE,15,14,7,7,9.72688617112064,"('15', '14')"
high,ROE,15,15,7,7,0.0,"('15', '15')"
high,ROE,15,16,7,7,5.969330646331322,"('15', '16')"
high,ROE,15,01,8,8,7.794000496276055,"('15', '01')"
high,ROE,15,02,8,8,8.115974388884563,"('15', '02')"
high,ROE,15,03,8,8,5.632209312008142,"('15', '03')"
high,ROE,15,04,8,8,6.224394940789469,"('15', '04')"
high,ROE,15,05,8,8,9.513627485937123,"('15', '05')"
high,ROE,15,06,8,8,5.58523901437274,"('15', '06')"
high,ROE,15,07,8,8,4.814479565895135,"('15', '07')"
high,ROE,15,08,8,8,7.589648180519912,"('15', '08')"
high,ROE,15,09,8,8,5.524628351943117,"('15', '09')"
high,ROE,15,10,8,8,7.13763538389654,"('15', '10')"
high,ROE,15,11,8,8,9.681101832609638,"('15', '11')"
high,ROE,15,13,8,8,7.66587289055638,"('15', '13')"
high,ROE,15,14,8,8,9.620886254879549,"('15', '14')"
high,ROE,15,15,8,8,0.0,"('15', '15')"
high,ROE,15,16,8,8,6.413810680776591,"('15', '16')"
high,ROE,15,01,9,9,8.253183318538106,"('15', '01')"
high,ROE,15,02,9,9,8.172722985417671,"('15', '02')"
high,ROE,15,03,9,9,5.373283582871771,"('15', '03')"
high,ROE,15,04,9,9,4.803936079342489,"('15', '04')"
high,ROE,15,05,9,9,9.054552178215959,"('15', '05')"
high,ROE,15,06,9,9,5.329233213588108,"('15', '06')"
high,ROE,15,07,9,9,7.018927477652125,"('15', '07')"
high,ROE,15,08,9,9,6.373141485402951,"('15', '08')"
high,ROE,15,09,9,9,4.768233142547899,"('15', '09')"
high,ROE,15,10,9,9,5.879360559177676,"('15', '10')"
high,ROE,15,11,9,9,6.614124115613816,"('15', '11')"
high,ROE,15,13,9,9,5.974920661486504,"('15', '13')"
high,ROE,15,14,9,9,9.741797924437925,"('15', '14')"
high,ROE,15,15,9,9,0.0,"('15', '15')"
high,ROE,15,16,9,9,6.409184463404964,"('15', '16')"
high,ROE,15,01,10,10,7.903229882861373,"('15', '01')"
high,ROE,15,02,10,10,6.755970795829366,"('15', '02')"
high,ROE,15,03,10,10,5.328017116092014,"('15', '03')"
high,ROE,15,04,10,10,5.14241139306606,"('15', '04')"
high,ROE,15,05,10,10,7.836042599627253,"('15', '05')"
high,ROE,15,06,10,10,5.308196776242103,"('15', '06')"
high,ROE,15,07,10,10,5.291228571102226,"('15', '07')"
high,ROE,15,08,10,10,6.435631585541109,"('15', '08')"
high,ROE,15,09,10,10,6.069626293127712,"('15', '09')"
high,ROE,15,10,10,10,5.7606831080633425,"('15', '10')"
high,ROE,15,11,10,10,6.949526949813189,"('15', '11')"
high,ROE,15,13,10,10,5.158290179891795,"('15', '13')"
high,ROE,15,14,10,10,8.082280684063399,"('15', '14')"
high,ROE,15,15,10,10,0.0,"('15', '15')"
high,ROE,15,16,10,10,7.038419224149441,"('15', '16')"
high,ROE,15,01,11,11,7.579893753059953,"('15', '01')"
high,ROE,15,02,11,11,8.339229035858159,"('15', '02')"
high,ROE,15,03,11,11,4.670342528715908,"('15', '03')"
high,ROE,15,04,11,11,5.4032888987301435,"('15', '04')"
high,ROE,15,05,11,11,9.062251150978398,"('15', '05')"
high,ROE,15,06,11,11,5.007987267908927,"('15', '06')"
high,ROE,15,07,11,11,5.787779730993731,"('15', '07')"
high,ROE,15,08,11,11,5.836343039279755,"('15', '08')"
high,ROE,15,09,11,11,5.535795983796238,"('15', '09')"
high,ROE,15,10,11,11,6.517806460278032,"('15', '10')"
high,ROE,15,11,11,11,6.179839305367156,"('15', '11')"
high,ROE,15,13,11,11,5.275153096910281,"('15', '13')"
high,ROE,15,14,11,11,8.777819412094539,"('15', '14')"
high,ROE,15,15,11,11,0.0,"('15', '15')"
high,ROE,15,16,11,11,8.428861758436838,"('15', '16')"
high,ROE,15,01,12,12,9.0430603798252,"('15', '01')"
high,ROE,15,02,12,12,8.079548089302905,"('15', '02')"
high,ROE,15,03,12,12,4.303818341464428,"('15', '03')"
high,ROE,15,04,12,12,5.908097274680241,"('15', '04')"
high,ROE,15,05,12,12,9.110734597993869,"('15', '05')"
high,ROE,15,06,12,12,5.307923143832043,"('15', '06')"
high,ROE,15,07,12,12,5.399433014136492,"('15', '07')"
high,ROE,15,08,12,12,7.400394803938426,"('15', '08')"
high,ROE,15,09,12,12,4.59431600771243,"('15', '09')"
high,ROE,15,10,12,12,6.939521654704072,"('15', '10')"
high,ROE,15,11,12,12,6.556582171369072,"('15', '11')"
high,ROE,15,13,12,12,6.670355844615243,"('15', '13')"
high,ROE,15,14,12,12,8.875496284222681,"('15', '14')"
high,ROE,15,15,12,12,0.0,"('15', '15')"
high,ROE,15,16,12,12,5.480387064619188,"('15', '16')"
high,ROE,15,01,13,13,8.273615875541353,"('15', '01')"
high,ROE,15,02,13,13,8.575452182899383,"('15', '02')"
high,ROE,15,03,13,13,4.496855402261085,"('15', '03')"
high,ROE,15,04,13,13,5.357901328620484,"('15', '04')"
high,ROE,15,05,13,13,10.496422728751085,"('15', '05')"
high,ROE,15,06,13,13,6.1007978185022775,"('15', '06')"
high,ROE,15,07,13,13,6.05085884459381,"('15', '07')"
high,ROE,15,08,13,13,8.286013530378973,"('15', '08')"
high,ROE,15,09,13,13,4.936486524039751,"('15', '09')"
high,ROE,15,10,13,13,6.335102891974557,"('15', '10')"
high,ROE,15,11,13,13,7.233910846849759,"('15', '11')"
high,ROE,15,13,13,13,6.346650160184974,"('15', '13')"
high,ROE,15,14,13,13,10.618939169088184,"('15', '14')"
high,ROE,15,15,13,13,0.0,"('15', '15')"
high,ROE,15,16,13,13,4.893265546055408,"('15', '16')"
high,ROE,15,01,14,14,7.901995908745691,"('15', '01')"
high,ROE,15,02,14,14,9.748953666468422,"('15', '02')"
high,ROE,15,03,14,14,4.657869317432903,"('15', '03')"
high,ROE,15,04,14,14,4.709180284936193,"('15', '04')"
high,ROE,15,05,14,14,7.38426997866719,"('15', '05')"
high,ROE,15,06,14,14,5.769337259814934,"('15', '06')"
high,ROE,15,07,14,14,5.651389078981511,"('15', '07')"
high,ROE,15,08,14,14,6.464102134977921,"('15', '08')"
high,ROE,15,09,14,14,5.214748557395034,"('15', '09')"
high,ROE,15,10,14,14,6.724197625597504,"('15', '10')"
high,ROE,15,11,14,14,8.842831974066241,"('15', '11')"
high,ROE,15,13,14,14,6.0593408721443955,"('15', '13')"
high,ROE,15,14,14,14,10.244549142924665,"('15', '14')"
high,ROE,15,15,14,14,0.0,"('15', '15')"
high,ROE,15,16,14,14,7.226910335891327,"('15', '16')"
high,ROE,15,01,15,15,8.980704005737461,"('15', '01')"
high,ROE,15,02,15,15,8.842982574125028,"('15', '02')"
high,ROE,15,03,15,15,3.9647733239677185,"('15', '03')"
high,ROE,15,04,15,15,5.321151665044117,"('15', '04')"
high,ROE,15,05,15,15,8.049939230882536,"('15', '05')"
high,ROE,15,06,15,15,5.984452763350367,"('15', '06')"
high,ROE,15,07,15,15,5.097173700771495,"('15', '07')"
high,ROE,15,08,15,15,7.816195543345806,"('15', '08')"
high,ROE,15,09,15,15,5.104978421662459,"('15', '09')"
high,ROE,15,10,15,15,6.33525425249363,"('15', '10')"
high,ROE,15,11,15,15,6.044746730813526,"('15', '11')"
high,ROE,15,13,15,15,6.332984886549427,"('15', '13')"
high,ROE,15,14,15,15,8.787324381935434,"('15', '14')"
high,ROE,15,15,15,15,0.0,"('15', '15')"
high,ROE,15,16,15,15,5.104534586662123,"('15', '16')"
high,ROE,15,01,16,16,7.772930851474892,"('15', '01')"
high,ROE,15,02,16,16,6.0067941979756245,"('15', '02')"
high,ROE,15,03,16,16,4.898527683772095,"('15', '03')"
high,ROE,15,04,16,16,4.9438772049693815,"('15', '04')"
high,ROE,15,05,16,16,7.8022459306453635,"('15', '05')"
high,ROE,15,06,16,16,5.580362340179258,"('15', '06')"
high,ROE,15,07,16,16,4.923471285357358,"('15', '07')"
high,ROE,15,08,16,16,7.134245968167679,"('15', '08')"
high,ROE,15,09,16,16,4.43251069319783,"('15', '09')"
high,ROE,15,10,16,16,5.492709349191146,"('15', '10')"
high,ROE,15,11,16,16,6.158264639341427,"('15', '11')"
high,ROE,15,13,16,16,5.800145984194003,"('15', '13')"
high,ROE,15,14,16,16,7.996027461673793,"('15', '14')"
high,ROE,15,15,16,16,0.0,"('15', '15')"
high,ROE,15,16,16,16,4.5897326108377055,"('15', '16')"
high,ROE,15,01,17,17,7.395640839841953,"('15', '01')"
high,ROE,15,02,17,17,5.1500237945277,"('15', '02')"
high,ROE,15,03,17,17,3.942295845252987,"('15', '03')"
high,ROE,15,04,17,17,6.6194752224177975,"('15', '04')"
high,ROE,15,05,17,17,7.411375693067611,"('15', '05')"
high,ROE,15,06,17,17,5.7206422191204025,"('15', '06')"
high,ROE,15,07,17,17,5.939911624087154,"('15', '07')"
high,ROE,15,08,17,17,6.409156624138752,"('15', '08')"
high,ROE,15,09,17,17,4.381497338229435,"('15', '09')"
high,ROE,15,10,17,17,6.17422019559618,"('15', '10')"
high,ROE,15,11,17,17,6.977047836270049,"('15', '11')"
high,ROE,15,13,17,17,5.126314366977456,"('15', '13')"
high,ROE,15,14,17,17,6.226723965600581,"('15', '14')"
high,ROE,15,15,17,17,0.0,"('15', '15')"
high,ROE,15,16,17,17,5.89572693683625,"('15', '16')"
high,ROE,16,01,0,0,9.772834392519945,"('16', '01')"
high,ROE,16,02,0,0,9.431967129623859,"('16', '02')"
high,ROE,16,03,0,0,7.198454383372054,"('16', '03')"
high,ROE,16,04,0,0,8.190886418840757,"('16', '04')"
high,ROE,16,05,0,0,9.837489108512466,"('16', '05')"
high,ROE,16,06,0,0,9.646162751222555,"('16', '06')"
high,ROE,16,07,0,0,8.604885988366169,"('16', '07')"
high,ROE,16,08,0,0,9.56558154852094,"('16', '08')"
high,ROE,16,09,0,0,8.352098423280559,"('16', '09')"
high,ROE,16,10,0,0,9.608334271170099,"('16', '10')"
high,ROE,16,11,0,0,9.616629250967108,"('16', '11')"
high,ROE,16,13,0,0,9.073373915098502,"('16', '13')"
high,ROE,16,14,0,0,9.148385353394968,"('16', '14')"
high,ROE,16,15,0,0,6.981972495879936,"('16', '15')"
high,ROE,16,16,0,0,0.0,"('16', '16')"
high,ROE,16,01,1,1,8.646157858460285,"('16', '01')"
high,ROE,16,02,1,1,7.023154241014703,"('16', '02')"
high,ROE,16,03,1,1,6.515173147529505,"('16', '03')"
high,ROE,16,04,1,1,6.856116415428508,"('16', '04')"
high,ROE,16,05,1,1,8.726009086862263,"('16', '05')"
high,ROE,16,06,1,1,6.70797629003125,"('16', '06')"
high,ROE,16,07,1,1,5.73028656550665,"('16', '07')"
high,ROE,16,08,1,1,9.201580080004824,"('16', '08')"
high,ROE,16,09,1,1,5.677511938027698,"('16', '09')"
high,ROE,16,10,1,1,7.702573560857446,"('16', '10')"
high,ROE,16,11,1,1,6.609801968631969,"('16', '11')"
high,ROE,16,13,1,1,6.981525661567885,"('16', '13')"
high,ROE,16,14,1,1,7.13798839226637,"('16', '14')"
high,ROE,16,15,1,1,6.524206571367573,"('16', '15')"
high,ROE,16,16,1,1,0.0,"('16', '16')"
high,ROE,16,01,2,2,8.527190658124846,"('16', '01')"
high,ROE,16,02,2,2,6.983673325396504,"('16', '02')"
high,ROE,16,03,2,2,5.815982162441189,"('16', '03')"
high,ROE,16,04,2,2,9.24945652711325,"('16', '04')"
high,ROE,16,05,2,2,8.537611552116294,"('16', '05')"
high,ROE,16,06,2,2,6.990347702642099,"('16', '06')"
high,ROE,16,07,2,2,6.5944490795429855,"('16', '07')"
high,ROE,16,08,2,2,8.378381790498759,"('16', '08')"
high,ROE,16,09,2,2,6.578698557684543,"('16', '09')"
high,ROE,16,10,2,2,6.504547668452644,"('16', '10')"
high,ROE,16,11,2,2,6.84678366864603,"('16', '11')"
high,ROE,16,13,2,2,6.130029491607706,"('16', '13')"
high,ROE,16,14,2,2,10.112736496608802,"('16', '14')"
high,ROE,16,15,2,2,5.678421618327539,"('16', '15')"
high,ROE,16,16,2,2,0.0,"('16', '16')"
high,ROE,16,01,3,3,5.927695160398473,"('16', '01')"
high,ROE,16,02,3,3,6.974437368807006,"('16', '02')"
high,ROE,16,03,3,3,5.058362889058967,"('16', '03')"
high,ROE,16,04,3,3,6.2969573898071,"('16', '04')"
